1	"ANQR గురించి"
212	"స్క్రీన్డ్ బ్లూ నాయిస్: స్క్రీన్ లాంటి నీలి శబ్ద నమూనా."
213	"గ్రహణశక్తి: మెరుగైన దృశ్య ఫలితాల కోసం ప్రకాశం-బరువు."
214	"ఎడ్జ్-అవేర్: డైథరింగ్ సమయంలో ఇమేజ్ అంచులను సంరక్షిస్తుంది."
215	"అనుకూల థ్రెషోల్డ్: స్థానికంగా-అనుకూల థ్రెషోల్డ్."
216	"టెంపోరల్ బ్లూ నాయిస్: యానిమేటెడ్ GIFల కోసం, ఒక్కో ఫ్రేమ్‌కు నమూనా మారుతుంది."
217	"డిఫ్యూజన్ కెర్నల్స్"
218	"ఎర్రర్ డిఫ్యూజన్ డైథరింగ్ ఉపయోగిస్తున్నప్పుడు, ఎర్రర్ ఎలా పంపిణీ చేయబడుతుందో ఎంచుకోండి:"
219	"ఫ్లాయిడ్-స్టెయిన్‌బర్గ్: క్లాసిక్ 4-నైబర్ డిఫ్యూజన్. మంచి సాధారణ ఎంపిక."
220	"జార్విస్-జూడిస్-నింకే: 12-పొరుగు, మృదువైనది కానీ నెమ్మదిగా ఉంటుంది."
221	"స్టకీ: విభిన్న బరువులతో JJNని పోలి ఉంటుంది."
222	"బర్క్స్: సరళీకృత JJN, వేగంగా."
223	"సియెర్రా: నాణ్యత మరియు వేగాన్ని సమతుల్యం చేసే కెర్నల్స్ కుటుంబం."
224	"అట్కిన్సన్: కాంతి వ్యాప్తి, వివరాలను సంరక్షిస్తుంది కానీ కణికగా ఉంటుంది."
225	"డిథర్ స్ట్రెంత్"
226	"ఎంత డిథరింగ్ వర్తించబడుతుందో నియంత్రిస్తుంది (0-100%). తక్కువ విలువలు అసలు నమూనాను ఎక్కువగా సంరక్షిస్తాయి, అధిక విలువలు ఎక్కువ చిత్ర వివరాలను చూపుతాయి."
227	"సబ్ పిక్సెల్ సెట్టింగులు"
228	"సబ్‌పిక్సెల్ బ్లెండ్ మోడ్‌ను ఉపయోగిస్తున్నప్పుడు:"
229	"గ్రిడ్ పరిమాణం: మాడ్యూల్‌కు 2×2, 3×3, లేదా 4×4 సబ్‌పిక్సెల్‌లు. అధికం = మరిన్ని వివరాలు."
230	"సెంటర్ రూల్: మాడ్యూల్‌తో సరిపోలడానికి స్ట్రిక్ట్‌కు సెంటర్ సబ్‌పిక్సెల్ అవసరం. హాల్ఫ్‌టోన్ సెంటర్ వైవిధ్యాన్ని అనుమతిస్తుంది."
231	"తటస్థ రంగు: నిర్ణయించబడని సబ్‌పిక్సెల్‌ల కోసం ఉపయోగించే రంగు."
232	"ఫైండర్ ఓవర్‌రైడ్: ఫైండర్ నమూనాలు ఎలా రెండర్ చేయబడతాయి (ఘన లేదా శైలీకృత)."
233	"హాఫ్‌టోన్ సెట్టింగ్‌లు"
234	"హాల్ఫ్‌టోన్ బ్లెండ్ మోడ్‌ను ఉపయోగిస్తున్నప్పుడు:"
235	"సెల్ సైజు: పర్ మాడ్యూల్ లేదా N×N గ్రిడ్."
236	"చుక్క ఆకారం: వృత్తం, చతురస్రం లేదా రేఖ."
237	"ప్రకాశ వక్రత: సరళ, S-వక్రత, లేదా గామా."
238	"డ్యూయోటోన్ రంగులు"
239	"డ్యుయోటోన్ బ్లెండ్ మోడ్‌ని ఉపయోగిస్తున్నప్పుడు, షాడో కలర్ (చీకటి ప్రాంతాలు) మరియు హైలైట్ కలర్ (ప్రకాశవంతమైన ప్రాంతాలు) సెట్ చేయండి."
240	"GIF యానిమేషన్ సెట్టింగ్‌లు"
241	"యానిమేటెడ్ GIF ఓవర్‌లేలను ఉపయోగిస్తున్నప్పుడు:"
242	"ఫ్రేమ్ ఆలస్యాలను ఉపయోగించండి: అసలు GIF సమయాన్ని గౌరవించండి."
243	"గరిష్ట FPS: పరిమితి ఫ్రేమ్ రేటు (1-60 fps)."
244	"పారవేయడం నిర్వహణ: ఫ్రేమ్ పారవేయడం పద్ధతులను గౌరవించండి లేదా సరళీకరించండి."
245	"అధునాతన రెండరింగ్ ఎంపికలు"
246	"అదనపు రెండరింగ్ నియంత్రణలు:"
247	"గ్యాప్ మోడ్: ఏదీ లేదు, ఇన్‌సెట్, స్ట్రోక్ లేదా నెగటివ్ స్పేస్ గ్యాప్ స్టైలింగ్."
248	"మూల వ్యాసార్థం: మాడ్యూళ్ళకు గుండ్రని మూలల శాతం."
249	"ప్రవణత: మాడ్యూళ్ళపై ఏదీ లేదు, లీనియర్, రేడియల్ లేదా కోనిక్ ప్రవణత."
250	"కంటి బాహ్య/లోపలి శైలి: ఫైండర్ నమూనా వలయాల కోసం స్వతంత్ర స్టైలింగ్."
251	"డాట్ రొటేషన్: డైమండ్/డాట్ మాడ్యూల్‌లను తిప్పండి."
252	"కంటి స్కేల్: ఫైండర్ నమూనాల కోసం పరిమాణ సర్దుబాటు."
253	"ఫ్రేమ్ శైలి: అలంకార ఫ్రేమ్‌లను జోడించండి (గుండ్రని ఫ్రేమ్, స్టిక్కర్, ట్యాగ్)."
254	"ఫ్రేమ్ టెక్స్ట్: ఫ్రేమ్‌లకు నన్ను స్కాన్ చేయండి! వంటి టెక్స్ట్‌ను జోడించండి."
255	"అధునాతన QR ఎన్‌కోడింగ్"
256	"ఖచ్చితంగా ట్యూన్ చేయబడిన QR ఎన్‌కోడింగ్:"
257	"ఎన్‌కోడింగ్ మోడ్: ఆటో, న్యూమరిక్, ఆల్ఫాన్యూమరిక్, బైట్/UTF-8, లేదా కంజి."
258	"కనీస నిశ్శబ్ద జోన్‌ను అమలు చేయండి: కనీసం 4 మాడ్యూల్ మార్జిన్‌ను నిర్ధారించుకోండి."
259	"అధునాతన అవుట్‌పుట్ ఎంపికలు"
260	"అదనపు ఎగుమతి సెట్టింగ్‌లు:"
261	"ఫైల్ పేరు: డౌన్‌లోడ్‌ల కోసం అనుకూల ఫైల్ పేరు."
262	"GIF పాలెట్ పరిమాణం: GIF అవుట్‌పుట్‌లో 2-256 రంగులు."
263	"GIF క్వాంటిజర్: మీడియన్ కట్, న్యూక్వాంట్, లేదా ఆక్టీరీ కలర్ రిడక్షన్."
264	"GIF డిథరింగ్: ఆఫ్, ఫ్లాయిడ్-స్టెయిన్‌బర్గ్, లేదా ఆర్డర్ చేయబడింది."
265	"GIF పారదర్శక రంగు: పారదర్శకంగా ఉండేలా రంగును సెట్ చేయండి."
266	"SVG ట్రూ వెక్టర్: ఎంబెడెడ్ రాస్టర్‌కు బదులుగా పాత్‌లు ఉపయోగించండి."
267	"SVG ఆకార ఖచ్చితత్వం: పిక్సెల్ లేదా ఖచ్చితమైన పాత్ రెండరింగ్."
268	"SVG ఎంబెడ్ రాస్టర్ ఓవర్లే: ఓవర్లేను ఎంబెడెడ్ ఇమేజ్‌గా చేర్చండి."
269	"నేపథ్య ఓవర్‌రైడ్: అవుట్‌పుట్‌లో నిర్దిష్ట నేపథ్య రంగును బలవంతం చేయండి."
270	"ధృవీకరణ ఎంపికలు"
271	"ఇన్‌పుట్ ప్రాసెసింగ్ సెట్టింగ్‌లు:"
272	"ఇన్‌పుట్‌ను ధృవీకరించండి: ఎన్‌కోడింగ్ చేయడానికి ముందు కంటెంట్ ఫార్మాట్‌ను తనిఖీ చేయండి."
273	"తెల్లని ఖాళీలను కత్తిరించండి: ముందు/వెనుక ఖాళీలను తొలగించండి."
274	"న్యూలైన్‌లను సాధారణీకరించండి: అన్ని లైన్ ముగింపులను LFగా మార్చండి."
275	"గరిష్ట పొడవు గార్డ్: కంటెంట్ QR సామర్థ్యాన్ని మించిపోతే హెచ్చరించండి."
276	"వృత్తిపరమైన లక్షణాలు"
277	"ప్రొఫెషనల్ స్థాయి వాటర్‌మార్క్‌లు, మెటాడేటా, షేరింగ్ ఎంపికలు, భద్రతా విశ్లేషణ, చెల్లింపు QR కోడ్‌లు మరియు ఎంటర్‌ప్రైజ్ లక్షణాలను జోడిస్తుంది."
278	"వాటర్‌మార్క్"
279	"మీ QR కోడ్‌లకు వాటర్‌మార్క్‌లను జోడించండి:"
280	"రకం: వచనం, చిత్రం లేదా నమూనా వాటర్‌మార్క్."
281	"స్థానం: మధ్య, మూలలు, అంచులు, వెనుక, లేదా నిశ్శబ్ద మండలం."
282	"అస్పష్టత: వాటర్‌మార్క్ పారదర్శకత (0-100%)."
283	"బ్లెండ్ మోడ్: సాధారణం, గుణకారం, స్క్రీన్ లేదా ఓవర్‌లే బ్లెండింగ్."
284	"మెటాడేటా"
285	"ఎగుమతి చేయబడిన ఫైళ్ళలో మెటాడేటాను పొందుపరచండి:"
286	"శీర్షిక, రచయిత, కాపీరైట్, లైసెన్స్, వివరణ ఫీల్డ్‌లు."
287	"సృష్టి సమయం: జనరేషన్ టైమ్‌స్టాంప్‌ను పొందుపరచండి."
288	"అనుకూల కీ-విలువ: ఏకపక్ష మెటాడేటా జతలను జోడించండి."
289	"భాగస్వామ్యం"
290	"మీ QR కోడ్ కాన్ఫిగరేషన్‌లను షేర్ చేయండి:"
291	"డైరెక్ట్ లింక్: మీ ప్రస్తుత సెట్టింగ్‌లతో షేర్ చేయగల URLని రూపొందించండి."
292	"HTML ని పొందుపరచండి: వెబ్‌సైట్‌ల కోసం ఎంబెడ్ కోడ్‌ను పొందండి."
293	"ఎన్కోడ్ పారామితులు: షేర్ URL లో అన్ని సెట్టింగ్‌లను చేర్చండి."
294	"గమనిక: స్థానిక ఫైళ్ళ నుండి అతివ్యాప్తి చిత్రాలను URL ద్వారా భాగస్వామ్యం చేయలేము."
295	"భద్రతా విశ్లేషణ"
296	"QR కోడ్‌లను స్కాన్ చేయగలిగేలా చూసుకోండి:"
297	"భద్రతా మోడ్: ఆఫ్, బ్యాలెన్స్డ్ లేదా కఠినమైన స్కానింగ్ అవసరాలు."
298	"కనిష్ట మాడ్యూల్ పరిమాణం: ప్రతి మాడ్యూల్‌కు కనీస పిక్సెల్ పరిమాణం."
299	"కనిష్ట నిశ్శబ్ద మండలం: కనిష్ట మార్జిన్ మాడ్యూల్స్."
300	"లాక్ ఫైండర్లు/సమయం/సమలేఖనం/ఫార్మాట్/వెర్షన్: నిర్దిష్ట అంశాలను రక్షించండి."
301	"ECC ద్వారా గరిష్ట ఓవర్‌లే తీవ్రత: ఎర్రర్ కరెక్షన్ స్థాయి ఆధారంగా ఆటోమేటిక్ ఇంటెన్సిటీ పరిమితులు."
302	"కంటెంట్ రకాలు (ప్రొఫెషనల్)"
303	"ప్రొఫెషనల్ స్థాయి చెల్లింపు మరియు ఎంటర్‌ప్రైజ్ కంటెంట్ రకాలను జోడిస్తుంది:"
304	"EPC/SEPA (EU): IBAN, BIC, మొత్తం, సూచనతో యూరోపియన్ బ్యాంక్ బదిలీ QR కోడ్‌లు."
305	"UPI (భారతదేశం): VPA, చెల్లింపుదారు పేరు, మొత్తంతో కూడిన ఏకీకృత చెల్లింపుల ఇంటర్‌ఫేస్."
306	"PayNow (సింగపూర్): UEN లేదా మొబైల్ నంబర్‌తో సింగపూర్ వేగవంతమైన చెల్లింపు."
307	"ప్రాంప్ట్‌పే (థాయిలాండ్): థాయ్ జాతీయ చెల్లింపు వ్యవస్థ."
308	"PIX (బ్రెజిల్): PIX కీతో బ్రెజిలియన్ తక్షణ చెల్లింపు."
309	"క్రిప్టో: ఐచ్ఛిక మొత్తంతో బిట్‌కాయిన్, ఎథెరియం, లిట్‌కాయిన్ చెల్లింపు చిరునామాలు."
310	"మార్కెటింగ్ ప్రచార లింక్: పూర్తి UTM పరామితి (మార్కెటింగ్ ట్యాగ్‌లు) ట్రాకింగ్ ఉన్న URL లు."
311	"షార్ట్ లింక్: డైనమిక్/ట్రాక్ చేయగల QR కోడ్‌ల కోసం URL షార్ట్నర్‌లతో ఉపయోగించడానికి."
312	"GS1 డిజిటల్ లింక్: GTIN, సీరియల్, బ్యాచ్, గడువుతో ఉత్పత్తి గుర్తింపు."
313	"యాప్ డీప్ లింక్: కస్టమ్ స్కీమ్‌లతో iOS/Android యాప్ డీప్ లింక్‌లు."
314	"అనుకూల ఫార్మాట్: ఫార్మాటింగ్ లేదా ధ్రువీకరణ లేని ముడి డేటా."
315	"ఓవర్లే బ్లెండ్ మోడ్‌లు (ప్రొఫెషనల్)"
316	"ప్రొఫెషనల్ స్థాయిలో అదనపు బ్లెండ్ మోడ్‌లు:"
317	"పిక్సలేట్: పిక్సలేటెడ్ ఓవర్‌లే ఎఫెక్ట్."
318	"ఔట్‌లైన్: ఆకృతులను మాత్రమే చూపించే అంచు గుర్తింపు ఓవర్‌లే."
319	"అల: అలల వక్రీకరణ ప్రభావం."
320	"సబ్‌పిక్సెల్ సైజు: చిత్రం ఆధారంగా వేరియబుల్ సబ్‌పిక్సెల్ సైజింగ్."
321	"ట్రూ డైథర్: ఆర్డర్ చేసిన మ్యాట్రిక్స్ ఎంపికతో అధునాతన డైథరింగ్."
322	"ఎక్స్‌ట్రీమ్: గరిష్ట చిత్ర దృశ్యమానత, స్కాన్ చేయగల సామర్థ్యాన్ని ప్రభావితం చేయవచ్చు."
323	"రక్షణ సెట్టింగులు"
324	"ఓవర్‌లే సవరణ నుండి QR మూలకాలు రక్షించబడతాయనే దానిపై సూక్ష్మ నియంత్రణ:"
325	"సమయాన్ని కాపాడుకోండి: సమయ నమూనాలను మార్చకుండా ఉంచండి."
326	"అలైన్‌మెంట్‌ను సంరక్షించండి: అలైన్‌మెంట్ నమూనాలను సవరించకుండా ఉంచండి."
327	"ప్రొటెక్ట్ ఫార్మాట్ ఇన్ఫో: షీల్డ్ ఫార్మాట్ ఇన్ఫర్మేషన్ మాడ్యూల్స్."
328	"రక్షణ వెర్షన్ సమాచారం: షీల్డ్ వెర్షన్ సమాచార మాడ్యూల్స్."
329	"ECC-అవేర్ మోడ్"
330	"ఎర్రర్ కరెక్షన్ సామర్థ్యం ఆధారంగా ఓవర్‌లే తీవ్రతను తెలివిగా పంపిణీ చేస్తుంది. స్కాన్ చేయగల సామర్థ్యాన్ని కొనసాగిస్తూ ఏ మాడ్యూళ్ళను సవరించవచ్చో సిస్టమ్ విశ్లేషిస్తుంది."
331	"రిస్క్ బడ్జెట్: ఉపయోగించడానికి దోష దిద్దుబాటు సామర్థ్యం శాతం (0-100%)."
332	"అధిక బడ్జెట్ = ఎక్కువ కనిపించే ఓవర్‌లే కానీ ప్రమాదకర స్కానింగ్ సామర్థ్యం."
333	"తక్కువ బడ్జెట్ = సురక్షితమైన స్కానింగ్ కానీ తక్కువగా కనిపించే ఓవర్‌లే."
334	"ప్రొఫెషనల్ రెండరింగ్ ఎంపికలు"
335	"అధునాతన రెండరింగ్ నియంత్రణలు:"
336	"క్రిస్ప్ ఎడ్జెస్: షార్ప్ మాడ్యూల్ అంచుల కోసం పిక్సలేటెడ్ ఇమేజ్ రెండరింగ్ ఉపయోగించండి."
337	"పిక్సెల్ స్నాప్: ఫ్లోర్, రౌండ్ లేదా సీల్ పిక్సెల్ అలైన్‌మెంట్."
338	"పర్-మాడ్యూల్ కలర్ మోడ్: సాలిడ్, బ్రైట్‌నెస్ ద్వారా, పొజిషన్ ద్వారా, ఓవర్‌లే ద్వారా, క్లస్టర్ ద్వారా."
339	"రంగు పాలెట్: ప్రతి మాడ్యూల్ కలరింగ్ కోసం అనుకూల రంగుల పాలెట్‌ను నిర్వచించండి."
340	"కాంట్రాస్ట్ గార్డ్: రంగుల మధ్య కనీస కాంట్రాస్ట్ నిష్పత్తి ఉండేలా చూసుకోండి."
341	"కనిష్ట కాంట్రాస్ట్ నిష్పత్తి: WCAG-శైలి కాంట్రాస్ట్ అవసరం (1:1 నుండి 21:1 వరకు)."
342	"అదనపు సరిహద్దు మాడ్యూల్స్: నిశ్శబ్ద ప్రాంతానికి మించిన అదనపు సరిహద్దు."
343	"ప్రొఫెషనల్ అవుట్‌పుట్ ఎంపికలు"
344	"ఎంటర్‌ప్రైజ్ ఎగుమతి సెట్టింగ్‌లు:"
345	"DPI: ప్రింట్ రిజల్యూషన్‌ను సెట్ చేయండి (72-600 DPI). ప్రింట్ కోసం 300 DPI సిఫార్సు చేయబడింది."
346	"క్వైట్ జోన్‌ను చేర్చండి: అవుట్‌పుట్ కొలతలలో నిశ్శబ్ద జోన్‌ను టోగుల్ చేయండి."
347	"అదనపుగా ఎగుమతి చేయండి: ప్రాథమిక ఆకృతితో పాటు PDFని రూపొందించండి."
348	"యానిమేషన్ సెట్టింగ్‌లు (ప్రొఫెషనల్)"
349	"అదనపు ప్రొఫెషనల్ యానిమేషన్ లక్షణాలు:"
350	"టెంపోరల్ డిథర్: ఆఫ్, బ్లూ నాయిస్, లేదా ఫ్లికర్ సేఫ్ పర్-ఫ్రేమ్ డిథరింగ్."
351	"నమూనా: ఏదీ లేదు, పల్స్, వేవ్, స్కాన్‌లైన్, షిమ్మర్ లేదా డ్రిఫ్ట్ ప్రభావాలు."
352	"ఉత్తమ పద్ధతులు"
353	"నమ్మకమైన QR కోడ్‌ల కోసం ఈ మార్గదర్శకాలను అనుసరించండి:"
354	"ముద్రించే ముందు మీ QR కోడ్‌లను బహుళ స్కానర్ యాప్‌లతో ఎల్లప్పుడూ పరీక్షించండి."
355	"ఓవర్‌లేలను జోడించేటప్పుడు ఎర్రర్ కరెక్షన్ H (హై) ఉపయోగించండి."
356	"కనీసం 4 మాడ్యూల్స్ ఆఫ్ సైలెంట్ జోన్ (మార్జిన్) ఉంచండి."
357	"ముందుభాగం మరియు నేపథ్యం మధ్య అధిక వ్యత్యాసాన్ని నిర్ధారించుకోండి."
358	"ముద్రణ కోసం, కనీసం 300 DPI ని ఉపయోగించండి మరియు వాస్తవ ముద్రణ పరిమాణంలో పరీక్షించండి."
359	"ఓవర్‌లేలను ఉపయోగిస్తున్నప్పుడు ప్రిజర్వ్ ఫైండర్ నమూనాలను ప్రారంభించండి."
360	"తక్కువ ఓవర్‌లే తీవ్రతతో ప్రారంభించి క్రమంగా పెంచండి."
361	"బహిరంగ వినియోగం కోసం, పెద్ద మాడ్యూల్ పరిమాణాలు మరియు అధిక దోష దిద్దుబాటును పరిగణించండి."
362	"సమస్య పరిష్కారం"
363	"సాధారణ సమస్యలు మరియు పరిష్కారాలు:"
364	"QR స్కాన్ చేయదు: ఓవర్‌లే తీవ్రతను తగ్గించండి, ఎర్రర్ కరెక్షన్‌ను పెంచండి, కాంట్రాస్ట్‌ను తనిఖీ చేయండి."
365	"కోడ్ చాలా పెద్దది: కంటెంట్ పొడవును తగ్గించండి, URL షార్టెనర్‌ని ఉపయోగించండి, తక్కువ వెర్షన్."
366	"అస్పష్టమైన అవుట్‌పుట్: మాడ్యూల్ పరిమాణాన్ని పెంచండి, కంప్రెస్డ్ ఫార్మాట్‌లకు బదులుగా PNGని ఉపయోగించండి."
367	"రంగులు తప్పుగా కనిపిస్తున్నాయి: రంగు కాంట్రాస్ట్‌ను తనిఖీ చేయండి, గ్రేస్కేల్ ఓవర్‌లే మోడ్‌ను ప్రయత్నించండి."
368	"GIF యానిమేట్ చేయడం లేదు: GIF ఫార్మాట్ అవుట్‌పుట్‌ని ఉపయోగిస్తున్నారని నిర్ధారించుకోండి, ఫ్రేమ్ కౌంట్‌ని తనిఖీ చేయండి."
369	"చిత్రం ఓవర్‌లే లోడ్ కావడం లేదు: రిమోట్ చిత్రాలపై CORS అనుమతులను తనిఖీ చేయండి."
370	"కీబోర్డ్ సత్వరమార్గాలు"
371	"ANQR ప్రామాణిక కీబోర్డ్ షార్ట్‌కట్‌లకు మద్దతు ఇస్తుంది. ఎగుమతిని ట్రిగ్గర్ చేయడానికి Ctrl/Cmd+S ని ఉపయోగించండి (ప్రివ్యూపై దృష్టి సారించినప్పుడు)."
372	"షేరింగ్ & ఎంబెడ్డింగ్"
373	"ప్రొఫెషనల్ మోడ్‌లో, మీ ప్రస్తుత సెట్టింగ్‌లతో URLని కాపీ చేయడానికి షేర్ బటన్‌ను క్లిక్ చేయండి. మీ ఖచ్చితమైన కాన్ఫిగరేషన్‌ను చూడటానికి గ్రహీతలు ఈ URLని తెరవగలరు. గమనిక: స్థానిక ఫైల్‌ల నుండి ఓవర్‌లే చిత్రాలను URL ద్వారా షేర్ చేయలేరు."
374	"గోప్యతా విధానం"
375	"సమాచారం ANQR సేకరిస్తుంది, అది ఎలా ఉపయోగించబడుతుంది మరియు వర్తించే గోప్యతా చట్టాల ప్రకారం మీ హక్కులు."
376	"సారాంశం"
377	"ANQR అనేది పూర్తిగా మీ పరికరంలోనే పనిచేసే QR కోడ్ జనరేటర్. మీరు ఖాతాను సృష్టించాలని మేము కోరుకోము మరియు QR కోడ్‌లు స్థానికంగా ఉత్పత్తి చేయబడతాయి — మీరు ఎన్‌కోడ్ చేసే కంటెంట్‌కు మాకు యాక్సెస్ లేదు."
378	"మేము ప్రకటనల కోసం Google AdSense ని ఉపయోగిస్తాము మరియు విశ్లేషణ సేవలను ఉపయోగించవచ్చు. ఈ సేవలు కుక్కీలు మరియు ఇలాంటి సాంకేతికతల ద్వారా సమాచారాన్ని సేకరిస్తాయి. ఈ విధానం ఏ డేటాను సేకరిస్తుంది, దానిని ఎలా ఉపయోగిస్తుంది మరియు మీ హక్కులను వివరిస్తుంది."
379	"మేము సేకరించే సమాచారం"
380	"మీరు అందించే సమాచారం: మీరు ఇమెయిల్ లేదా మా కాంటాక్ట్ ఫారమ్ ద్వారా మమ్మల్ని సంప్రదిస్తే, మేము మీ పేరు, ఇమెయిల్ చిరునామా మరియు సందేశ కంటెంట్‌ను సేకరిస్తాము."
381	"స్వయంచాలకంగా సేకరించిన సమాచారం: మా హోస్టింగ్ ప్రొవైడర్ (నెట్‌లిఫై), ప్రకటన భాగస్వాములు మరియు విశ్లేషణ సేవలు వీటిని సేకరించవచ్చు: IP చిరునామా, బ్రౌజర్ రకం మరియు వెర్షన్, ఆపరేటింగ్ సిస్టమ్, పరికర రకం, సూచించే URL, సందర్శించిన పేజీలు, సైట్‌లో సమయం మరియు సుమారుగా భౌగోళిక స్థానం."
382	"థర్డ్-పార్టీ కుక్కీలు: మా ప్రకటన భాగస్వాములు (Google AdSense) ప్రకటనలను అందించడానికి మరియు కొలవడానికి కుక్కీలు మరియు ఇలాంటి సాంకేతికతలను ఉపయోగిస్తారు. ANQR స్వయంగా ఏ ఫస్ట్-పార్టీ కుక్కీలను సెట్ చేయదు."
383	"కుకీలు మరియు మూడవ పక్ష సాంకేతికతలు"
384	"ANQR ఏ ఫస్ట్-పార్టీ కుక్కీలను సెట్ చేయదు. మీ ప్రాధాన్యతలు (డార్క్ మోడ్ వంటివి) మీ పరికరంలో స్థానికంగా నిల్వ చేయబడతాయి, ఇది ఏ సర్వర్‌కు ప్రసారం చేయబడదు."
385	"అయితే, మా ప్రకటన భాగస్వాములు (Google AdSense) మరియు హోస్టింగ్ ప్రొవైడర్ కుక్కీలు మరియు ఇలాంటి ట్రాకింగ్ టెక్నాలజీలను ఉపయోగించవచ్చు:"
386	"ప్రకటన కుక్కీలు (మూడవ పక్షం): సంబంధిత ప్రకటనలను అందించడానికి, ప్రకటన పనితీరును కొలవడానికి మరియు వినియోగదారు ఆసక్తులను అర్థం చేసుకోవడానికి Google AdSense మరియు ప్రకటన భాగస్వాములు సెట్ చేస్తారు. ఈ కుక్కీలు వివిధ వెబ్‌సైట్‌లలో మీ కార్యాచరణను ట్రాక్ చేయవచ్చు."
387	"అనలిటిక్స్ కుక్కీలు (మూడవ పక్షం): అనామక వినియోగ డేటాను సేకరించడానికి మా హోస్టింగ్ ప్రొవైడర్ లేదా విశ్లేషణ సేవలు ఉపయోగించవచ్చు."
388	"Google AdSense మరియు ప్రకటనలు"
389	"మేము Google AdSense ద్వారా ప్రకటనలను ప్రదర్శిస్తాము. ఈ సైట్ మరియు ఇతర వెబ్‌సైట్‌లలో (ఆసక్తి ఆధారిత ప్రకటనలు) మీ బ్రౌజింగ్ చరిత్ర ఆధారంగా ప్రకటనలను అందించడానికి Google మరియు దాని భాగస్వాములు కుకీలను ఉపయోగిస్తాయి."
390	"Google మీ సమాచారాన్ని ఎలా ఉపయోగిస్తుందో తెలుసుకోండి: https://policies.google.com/technologies/partner-sites"
391	"ప్రకటన వ్యక్తిగతీకరణను నిర్వహించండి: https://adssettings.google.com"
392	"నెట్‌వర్క్ అడ్వర్టైజింగ్ ఇనిషియేటివ్ ద్వారా నిలిపివేయండి: https://optout.networkadvertising.org"
393	"డిజిటల్ అడ్వర్టైజింగ్ అలయన్స్ ద్వారా నిలిపివేయండి: https://optout.aboutads.info"
394	"మేము సమాచారాన్ని ఎలా ఉపయోగిస్తాము"
395	"మీ విచారణలకు ప్రతిస్పందించడానికి మరియు మద్దతు అందించడానికి."
396	"మా ప్రకటన భాగస్వాముల ద్వారా సంబంధిత ప్రకటనలను ప్రదర్శించడానికి."
397	"సైట్ వినియోగాన్ని విశ్లేషించడానికి మరియు మా సేవలను మెరుగుపరచడానికి."
398	"మోసం, దుర్వినియోగం మరియు భద్రతా సమస్యలను గుర్తించడం, నిరోధించడం మరియు పరిష్కరించడం."
399	"చట్టపరమైన బాధ్యతలను పాటించడానికి."
400	"మూడవ పక్ష సేవలు"
401	"గూగుల్ యాడ్‌సెన్స్: ప్రకటనలను అందించడానికి మరియు కొలవడానికి డేటాను స్వీకరిస్తుంది."
402	"విశ్లేషణ ప్రొవైడర్లు: అనామక వినియోగ డేటాను స్వీకరించండి."
403	"నెట్‌లిఫై (హోస్టింగ్): అభ్యర్థనలను ప్రాసెస్ చేస్తుంది మరియు IP చిరునామాలను లాగ్ చేయవచ్చు."
404	"మేము మీ వ్యక్తిగత సమాచారాన్ని విక్రయించము. అయితే, ప్రకటన భాగస్వాములతో డేటాను పంచుకోవడం CCPA కింద అమ్మకంగా పరిగణించబడుతుంది (క్రింద చూడండి)."
405	"డేటా నిలుపుదల"
406	"సంప్రదింపు సమర్పణలు: 2 సంవత్సరాల వరకు."
407	"సర్వర్ లాగ్‌లు: 30 రోజుల వరకు (హోస్టింగ్ ప్రొవైడర్)."
408	"విశ్లేషణల డేటా: 26 నెలల వరకు (అనామక)."
409	"ప్రకటనల కుక్కీలు: సాధారణంగా 13 నెలలు (భాగస్వామిని బట్టి మారుతుంది)."
410	"GDPR (EEA వినియోగదారులు) కింద మీ హక్కులు"
411	"మీరు యూరోపియన్ ఎకనామిక్ ఏరియాలో ఉంటే, జనరల్ డేటా ప్రొటెక్షన్ రెగ్యులేషన్ కింద మీకు ఈ క్రింది హక్కులు ఉంటాయి:"
412	"యాక్సెస్ హక్కు: మీ గురించి మేము కలిగి ఉన్న వ్యక్తిగత డేటా కాపీని అభ్యర్థించండి."
413	"సరిదిద్దే హక్కు: సరికాని డేటా యొక్క దిద్దుబాటును అభ్యర్థించండి."
414	"తొలగింపు హక్కు: మీ డేటాను తొలగించమని అభ్యర్థించండి (మర్చిపోయే హక్కు)."
415	"ప్రాసెసింగ్‌ను పరిమితం చేసే హక్కు: మేము మీ డేటాను ఎలా ఉపయోగిస్తాము అనే దానిపై పరిమితులను అభ్యర్థించండి."
416	"డేటా పోర్టబిలిటీ హక్కు: పోర్టబుల్ ఫార్మాట్‌లో మీ డేటాను అభ్యర్థించండి."
417	"అభ్యంతరించే హక్కు: ప్రాసెసింగ్‌కు అభ్యంతరం, ప్రత్యక్ష మార్కెటింగ్‌తో సహా."
418	"సమ్మతిని ఉపసంహరించుకునే హక్కు: ప్రాసెసింగ్ సమ్మతి ఆధారితమైన ఏ సమయంలోనైనా సమ్మతిని ఉపసంహరించుకోండి."
419	"ఫిర్యాదు చేసే హక్కు: మీ డేటా రక్షణ అధికారికి ఫిర్యాదు చేయండి."
420	"GDPR చట్టపరమైన ఆధారం"
