1	"ANQR ಬಗ್ಗೆ"
204	"ಕ್ರಮಗೊಳಿಸಲಾಗಿದೆ (ಬೇಯರ್): ನಿಯಮಿತ ಮಾದರಿಗಳಿಗೆ ಮಿತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಅನ್ನು ಬಳಸುತ್ತದೆ."
205	"ಕ್ಲಸ್ಟರ್ಡ್ ಡಾಟ್: ಹಾಲ್ಫ್‌ಟೋನ್ ಮುದ್ರಣವನ್ನು ಅನುಕರಿಸುತ್ತದೆ."
206	"ಶೂನ್ಯ ಮತ್ತು ಕ್ಲಸ್ಟರ್: ಆಪ್ಟಿಮೈಸ್ಡ್ ಆರ್ಡರ್ಡ್ ಡಿಥರಿಂಗ್."
207	"ನೀಲಿ ಶಬ್ದ: ದೃಷ್ಟಿಗೆ ಆಹ್ಲಾದಕರವಾದ ಯಾದೃಚ್ಛಿಕವಾಗಿ ಕಾಣುವ ಮಾದರಿ."
208	"ನೀಲಿ ಶಬ್ದ ಮಿತಿ: ನೀಲಿ ಶಬ್ದ ವಿನ್ಯಾಸದೊಂದಿಗೆ ಮಿತಿ ಕ್ಷೀಣಿಸುವುದು."
209	"೨೦೯ ಬಿಳಿ ಶಬ್ದ: ಯಾದೃಚ್ಛಿಕ ಮಿತಿ ಕ್ಷೀಣಿಸುವಿಕೆ."
210	"ಗೌಸಿಯನ್/ತ್ರಿಕೋನ ಶಬ್ದ: ವಿಭಿನ್ನ ವಿತರಣೆಗಳೊಂದಿಗೆ ಶಬ್ದ."
211	"ನೀಲಿ ಶಬ್ದ + ದೋಷ ಪ್ರಸರಣ: ಎರಡೂ ತಂತ್ರಗಳನ್ನು ಸಂಯೋಜಿಸುವ ಹೈಬ್ರಿಡ್."
212	"ಸ್ಕ್ರೀನ್ಡ್ ಬ್ಲೂ ನಾಯ್ಸ್: ಸ್ಕ್ರೀನ್ ತರಹದ ಬ್ಲೂ ನಾಯ್ಸ್ ಪ್ಯಾಟರ್ನ್."
213	"ಗ್ರಹಿಕೆ: ಉತ್ತಮ ದೃಶ್ಯ ಫಲಿತಾಂಶಗಳಿಗಾಗಿ ಪ್ರಕಾಶಮಾನ-ತೂಕ."
214	"ಎಡ್ಜ್-ಅವೇರ್: ಡಿದರಿಂಗ್ ಸಮಯದಲ್ಲಿ ಚಿತ್ರದ ಅಂಚುಗಳನ್ನು ಸಂರಕ್ಷಿಸುತ್ತದೆ."
215	"ಹೊಂದಾಣಿಕೆಯ ಮಿತಿ: ಸ್ಥಳೀಯವಾಗಿ-ಹೊಂದಾಣಿಕೆಯ ಮಿತಿ."
216	"ತಾತ್ಕಾಲಿಕ ನೀಲಿ ಶಬ್ದ: ಅನಿಮೇಟೆಡ್ GIF ಗಳಿಗೆ, ಪ್ರತಿ ಫ್ರೇಮ್‌ಗೆ ಮಾದರಿ ಬದಲಾಗುತ್ತದೆ."
217	"ಪ್ರಸರಣ ಕರ್ನಲ್‌ಗಳು"
218	"ದೋಷ ಪ್ರಸರಣ ಡಿಥರಿಂಗ್ ಬಳಸುವಾಗ, ದೋಷವನ್ನು ಹೇಗೆ ವಿತರಿಸಲಾಗುತ್ತದೆ ಎಂಬುದನ್ನು ಆರಿಸಿ:"
219	"ಫ್ಲಾಯ್ಡ್-ಸ್ಟೈನ್‌ಬರ್ಗ್: ಕ್ಲಾಸಿಕ್ 4-ನೆರೆಹೊರೆಯ ಪ್ರಸರಣ. ಉತ್ತಮ ಸಾಮಾನ್ಯ ಆಯ್ಕೆ."
220	"ಜಾರ್ವಿಸ್-ಜೂಡಿಸ್-ನಿಂಕೆ: 12-ನೆರೆಹೊರೆಯವರು, ಸುಗಮ ಆದರೆ ನಿಧಾನ."
221	"ಸ್ಟಕಿ: ವಿಭಿನ್ನ ತೂಕಗಳೊಂದಿಗೆ JJN ಗೆ ಹೋಲುತ್ತದೆ."
222	"ಬರ್ಕ್ಸ್: ಸರಳೀಕೃತ ಜೆಜೆಎನ್, ವೇಗವಾಗಿ."
223	"ಸಿಯೆರಾ: ಗುಣಮಟ್ಟ ಮತ್ತು ವೇಗವನ್ನು ಸಮತೋಲನಗೊಳಿಸುವ ಕರ್ನಲ್‌ಗಳ ಕುಟುಂಬ."
224	"ಅಟ್ಕಿನ್ಸನ್: ಬೆಳಕಿನ ಪ್ರಸರಣ, ವಿವರಗಳನ್ನು ಸಂರಕ್ಷಿಸುತ್ತದೆ ಆದರೆ ಕಣರೂಪದ್ದಾಗಿರಬಹುದು."
225	"ಕಡಿಮೆ ಶಕ್ತಿ"
226	"ಎಷ್ಟು ಡಿಥರಿಂಗ್ ಅನ್ನು ಅನ್ವಯಿಸಲಾಗುತ್ತದೆ ಎಂಬುದನ್ನು ನಿಯಂತ್ರಿಸುತ್ತದೆ (0-100%). ಕಡಿಮೆ ಮೌಲ್ಯಗಳು ಮೂಲ ಮಾದರಿಯನ್ನು ಹೆಚ್ಚು ಸಂರಕ್ಷಿಸುತ್ತವೆ, ಹೆಚ್ಚಿನ ಮೌಲ್ಯಗಳು ಹೆಚ್ಚಿನ ಚಿತ್ರದ ವಿವರಗಳನ್ನು ತೋರಿಸುತ್ತವೆ."
227	"ಸಬ್‌ಪಿಕ್ಸೆಲ್ ಸೆಟ್ಟಿಂಗ್‌ಗಳು"
228	"ಸಬ್‌ಪಿಕ್ಸೆಲ್ ಬ್ಲೆಂಡ್ ಮೋಡ್ ಬಳಸುವಾಗ:"
229	"ಗ್ರಿಡ್ ಗಾತ್ರ: ಪ್ರತಿ ಮಾಡ್ಯೂಲ್‌ಗೆ 2×2, 3×3, ಅಥವಾ 4×4 ಉಪಪಿಕ್ಸೆಲ್‌ಗಳು. ಹೆಚ್ಚಿನದು = ಹೆಚ್ಚಿನ ವಿವರ."
230	"ಕೇಂದ್ರ ನಿಯಮ: ಮಾಡ್ಯೂಲ್ ಅನ್ನು ಹೊಂದಿಸಲು ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಮಧ್ಯದ ಸಬ್‌ಪಿಕ್ಸೆಲ್ ಅಗತ್ಯವಿದೆ. ಹಾಲ್ಫ್‌ಟೋನ್ ಕೇಂದ್ರವು ವ್ಯತ್ಯಾಸವನ್ನು ಅನುಮತಿಸುತ್ತದೆ."
231	"ತಟಸ್ಥ ಬಣ್ಣ: ಅನಿರ್ದಿಷ್ಟ ಉಪಪಿಕ್ಸೆಲ್‌ಗಳಿಗೆ ಬಳಸುವ ಬಣ್ಣ."
232	"ಫೈಂಡರ್ ಓವರ್‌ರೈಡ್: ಫೈಂಡರ್ ಪ್ಯಾಟರ್ನ್‌ಗಳನ್ನು ಹೇಗೆ ಪ್ರದರ್ಶಿಸಲಾಗುತ್ತದೆ (ಘನ ಅಥವಾ ಶೈಲೀಕೃತ)."
233	"ಹಾಲ್ಫ್‌ಟೋನ್ ಸೆಟ್ಟಿಂಗ್‌ಗಳು"
234	"ಹಾಲ್ಫ್‌ಟೋನ್ ಮಿಶ್ರಣ ಮೋಡ್ ಬಳಸುವಾಗ:"
235	"ಕೋಶದ ಗಾತ್ರ: ಪ್ರತಿ ಮಾಡ್ಯೂಲ್ ಅಥವಾ N×N ಗ್ರಿಡ್."
236	"ಚುಕ್ಕೆ ಆಕಾರ: ವೃತ್ತ, ಚೌಕ ಅಥವಾ ರೇಖೆ."
237	"ಪ್ರಕಾಶಮಾನ ವಕ್ರರೇಖೆ: ರೇಖೀಯ, ಎಸ್-ಕರ್ವ್, ಅಥವಾ ಗಾಮಾ."
238	"ಡ್ಯುಯೋಟೋನ್ ಬಣ್ಣಗಳು"
239	"ಡ್ಯುಯೋಟೋನ್ ಮಿಶ್ರಣ ಮೋಡ್ ಬಳಸುವಾಗ, ನೆರಳು ಬಣ್ಣ (ಕಪ್ಪು ಪ್ರದೇಶಗಳು) ಮತ್ತು ಹೈಲೈಟ್ ಬಣ್ಣ (ಪ್ರಕಾಶಮಾನವಾದ ಪ್ರದೇಶಗಳು) ಹೊಂದಿಸಿ."
240	"GIF ಅನಿಮೇಷನ್ ಸೆಟ್ಟಿಂಗ್‌ಗಳು"
241	"ಅನಿಮೇಟೆಡ್ GIF ಓವರ್‌ಲೇಗಳನ್ನು ಬಳಸುವಾಗ:"
242	"ಫ್ರೇಮ್ ವಿಳಂಬಗಳನ್ನು ಬಳಸಿ: ಮೂಲ GIF ಸಮಯವನ್ನು ಗೌರವಿಸಿ."
243	"ಗರಿಷ್ಠ FPS: ಮಿತಿ ಫ್ರೇಮ್ ದರ (1-60 fps)."
244	"ವಿಲೇವಾರಿ ನಿರ್ವಹಣೆ: ಚೌಕಟ್ಟು ವಿಲೇವಾರಿ ವಿಧಾನಗಳನ್ನು ಗೌರವಿಸಿ ಅಥವಾ ಸರಳಗೊಳಿಸಿ."
245	"ಸುಧಾರಿತ ರೆಂಡರಿಂಗ್ ಆಯ್ಕೆಗಳು"
246	"ಹೆಚ್ಚುವರಿ ರೆಂಡರಿಂಗ್ ನಿಯಂತ್ರಣಗಳು:"
247	"ಗ್ಯಾಪ್ ಮೋಡ್: ಯಾವುದೂ ಇಲ್ಲ, ಇನ್ಸೆಟ್, ಸ್ಟ್ರೋಕ್, ಅಥವಾ ನೆಗೆಟಿವ್ ಸ್ಪೇಸ್ ಗ್ಯಾಪ್ ಸ್ಟೈಲಿಂಗ್."
248	"ಮೂಲೆಯ ತ್ರಿಜ್ಯ: ಮಾಡ್ಯೂಲ್‌ಗಳಿಗೆ ದುಂಡಾದ ಮೂಲೆಗಳ ಶೇಕಡಾವಾರು."
249	"ಗ್ರೇಡಿಯಂಟ್: ಮಾಡ್ಯೂಲ್‌ಗಳಲ್ಲಿ ಯಾವುದೂ ಇಲ್ಲ, ರೇಖೀಯ, ರೇಡಿಯಲ್ ಅಥವಾ ಕೋನಿಕ್ ಗ್ರೇಡಿಯಂಟ್."
250	"ಕಣ್ಣಿನ ಹೊರ/ಒಳಗಿನ ಶೈಲಿ: ಫೈಂಡರ್ ಪ್ಯಾಟರ್ನ್ ಉಂಗುರಗಳಿಗೆ ಸ್ವತಂತ್ರ ಶೈಲಿ."
251	"ಡಾಟ್ ತಿರುಗುವಿಕೆ: ವಜ್ರ/ಡಾಟ್ ಮಾಡ್ಯೂಲ್‌ಗಳನ್ನು ತಿರುಗಿಸಿ."
252	"ಕಣ್ಣಿನ ಮಾಪಕ: ಶೋಧಕ ಮಾದರಿಗಳಿಗೆ ಗಾತ್ರ ಹೊಂದಾಣಿಕೆ."
253	"ಫ್ರೇಮ್ ಶೈಲಿ: ಅಲಂಕಾರಿಕ ಚೌಕಟ್ಟುಗಳನ್ನು ಸೇರಿಸಿ (ದುಂಡಾದ ಚೌಕಟ್ಟು, ಸ್ಟಿಕ್ಕರ್, ಟ್ಯಾಗ್)."
254	"ಫ್ರೇಮ್ ಪಠ್ಯ: ಫ್ರೇಮ್‌ಗಳಿಗೆ ನನ್ನನ್ನು ಸ್ಕ್ಯಾನ್ ಮಾಡಿ! ನಂತಹ ಪಠ್ಯವನ್ನು ಸೇರಿಸಿ."
255	"ಸುಧಾರಿತ QR ಎನ್‌ಕೋಡಿಂಗ್"
256	"ಫೈನ್-ಟ್ಯೂನ್ QR ಎನ್‌ಕೋಡಿಂಗ್:"
257	"ಎನ್‌ಕೋಡಿಂಗ್ ಮೋಡ್: ಆಟೋ, ಸಂಖ್ಯಾತ್ಮಕ, ಆಲ್ಫಾನ್ಯೂಮರಿಕ್, ಬೈಟ್/UTF-8, ಅಥವಾ ಕಾಂಜಿ."
258	"ಕನಿಷ್ಠ ನಿಶ್ಯಬ್ದ ವಲಯವನ್ನು ಜಾರಿಗೊಳಿಸಿ: ಕನಿಷ್ಠ 4 ಮಾಡ್ಯೂಲ್ ಅಂಚುಗಳನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ."
259	"ಸುಧಾರಿತ ಔಟ್‌ಪುಟ್ ಆಯ್ಕೆಗಳು"
260	"ಹೆಚ್ಚುವರಿ ರಫ್ತು ಸೆಟ್ಟಿಂಗ್‌ಗಳು:"
261	"ಫೈಲ್ ಹೆಸರು: ಡೌನ್‌ಲೋಡ್‌ಗಳಿಗಾಗಿ ಕಸ್ಟಮ್ ಫೈಲ್ ಹೆಸರು."
262	"GIF ಪ್ಯಾಲೆಟ್ ಗಾತ್ರ: GIF ಔಟ್‌ಪುಟ್‌ನಲ್ಲಿ 2-256 ಬಣ್ಣಗಳು."
263	"GIF ಕ್ವಾಂಟಿಜರ್: ಮೀಡಿಯನ್ ಕಟ್, ನ್ಯೂಕ್ವಾಂಟ್, ಅಥವಾ ಆಕ್ಟೀ ಬಣ್ಣ ಕಡಿತ."
264	"GIF ಡಿಥರಿಂಗ್: ಆಫ್, ಫ್ಲಾಯ್ಡ್-ಸ್ಟೈನ್‌ಬರ್ಗ್, ಅಥವಾ ಆರ್ಡರ್ಡ್."
265	"GIF ಪಾರದರ್ಶಕ ಬಣ್ಣ: ಬಣ್ಣವನ್ನು ಪಾರದರ್ಶಕವಾಗಿರುವಂತೆ ಹೊಂದಿಸಿ."
266	"SVG ಟ್ರೂ ವೆಕ್ಟರ್: ಎಂಬೆಡೆಡ್ ರಾಸ್ಟರ್ ಬದಲಿಗೆ ಮಾರ್ಗಗಳನ್ನು ಬಳಸಿ."
267	"SVG ಆಕಾರ ನಿಖರತೆ: ಪಿಕ್ಸೆಲ್ ಅಥವಾ ನಿಖರವಾದ ಮಾರ್ಗ ರೆಂಡರಿಂಗ್."
268	"SVG ಎಂಬೆಡ್ ರಾಸ್ಟರ್ ಓವರ್‌ಲೇ: ಎಂಬೆಡೆಡ್ ಇಮೇಜ್ ಆಗಿ ಓವರ್‌ಲೇ ಅನ್ನು ಸೇರಿಸಿ."
269	"ಹಿನ್ನೆಲೆ ಓವರ್‌ರೈಡ್: ಔಟ್‌ಪುಟ್‌ನಲ್ಲಿ ನಿರ್ದಿಷ್ಟ ಹಿನ್ನೆಲೆ ಬಣ್ಣವನ್ನು ಒತ್ತಾಯಿಸಿ."
270	"ಮೌಲ್ಯಮಾಪನ ಆಯ್ಕೆಗಳು"
271	"ಇನ್‌ಪುಟ್ ಸಂಸ್ಕರಣಾ ಸೆಟ್ಟಿಂಗ್‌ಗಳು:"
272	"ಇನ್‌ಪುಟ್ ಅನ್ನು ಮೌಲ್ಯೀಕರಿಸಿ: ಎನ್‌ಕೋಡಿಂಗ್ ಮಾಡುವ ಮೊದಲು ವಿಷಯ ಸ್ವರೂಪವನ್ನು ಪರಿಶೀಲಿಸಿ."
273	"ವೈಟ್‌ಸ್ಪೇಸ್ ಅನ್ನು ಟ್ರಿಮ್ ಮಾಡಿ: ಲೀಡಿಂಗ್/ಹಿಂದುಳಿದ ಸ್ಪೇಸ್‌ಗಳನ್ನು ತೆಗೆದುಹಾಕಿ."
274	"ಹೊಸ ಸಾಲುಗಳನ್ನು ಸಾಮಾನ್ಯಗೊಳಿಸಿ: ಎಲ್ಲಾ ಸಾಲಿನ ಅಂತ್ಯಗಳನ್ನು LF ಗೆ ಪರಿವರ್ತಿಸಿ."
275	"ಗರಿಷ್ಠ ಉದ್ದದ ಗಾರ್ಡ್: ವಿಷಯವು QR ಸಾಮರ್ಥ್ಯವನ್ನು ಮೀರಿದರೆ ಎಚ್ಚರಿಕೆ ನೀಡಿ."
276	"ವೃತ್ತಿಪರ ವೈಶಿಷ್ಟ್ಯಗಳು"
277	"ವೃತ್ತಿಪರ ಮಟ್ಟವು ವಾಟರ್‌ಮಾರ್ಕ್‌ಗಳು, ಮೆಟಾಡೇಟಾ, ಹಂಚಿಕೆ ಆಯ್ಕೆಗಳು, ಸುರಕ್ಷತಾ ವಿಶ್ಲೇಷಣೆ, ಪಾವತಿ QR ಕೋಡ್‌ಗಳು ಮತ್ತು ಎಂಟರ್‌ಪ್ರೈಸ್ ವೈಶಿಷ್ಟ್ಯಗಳನ್ನು ಸೇರಿಸುತ್ತದೆ."
278	"ವಾಟರ್‌ಮಾರ್ಕ್"
279	"ನಿಮ್ಮ QR ಕೋಡ್‌ಗಳಿಗೆ ವಾಟರ್‌ಮಾರ್ಕ್‌ಗಳನ್ನು ಸೇರಿಸಿ:"
280	"ರೀತಿಯ: ಪಠ್ಯ, ಚಿತ್ರ ಅಥವಾ ಮಾದರಿಯ ವಾಟರ್‌ಮಾರ್ಕ್."
281	"ಸ್ಥಾನ: ಮಧ್ಯ, ಮೂಲೆಗಳು, ಅಂಚುಗಳು, ಹಿಂದೆ, ಅಥವಾ ನಿಶ್ಯಬ್ದ ವಲಯ."
282	"ಅಪಾರದರ್ಶಕತೆ: ವಾಟರ್‌ಮಾರ್ಕ್ ಪಾರದರ್ಶಕತೆ (0-100%)."
283	"ಬ್ಲೆಂಡ್ ಮೋಡ್: ಸಾಮಾನ್ಯ, ಗುಣಾಕಾರ, ಪರದೆ ಅಥವಾ ಓವರ್‌ಲೇ ಮಿಶ್ರಣ."
284	"ಮೆಟಾಡೇಟಾ"
285	"ರಫ್ತು ಮಾಡಿದ ಫೈಲ್‌ಗಳಲ್ಲಿ ಮೆಟಾಡೇಟಾವನ್ನು ಎಂಬೆಡ್ ಮಾಡಿ:"
286	"ಶೀರ್ಷಿಕೆ, ಲೇಖಕ, ಹಕ್ಕುಸ್ವಾಮ್ಯ, ಪರವಾನಗಿ, ವಿವರಣೆ ಕ್ಷೇತ್ರಗಳು."
287	"ಸೃಷ್ಟಿ ಸಮಯ: ಎಂಬೆಡ್ ಪೀಳಿಗೆಯ ಸಮಯಸ್ಟ್ಯಾಂಪ್."
288	"ಕಸ್ಟಮ್ ಕೀ-ಮೌಲ್ಯ: ಅನಿಯಂತ್ರಿತ ಮೆಟಾಡೇಟಾ ಜೋಡಿಗಳನ್ನು ಸೇರಿಸಿ."
289	"ಹಂಚಿಕೆ"
290	"ನಿಮ್ಮ QR ಕೋಡ್ ಕಾನ್ಫಿಗರೇಶನ್‌ಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳಿ:"
291	"ನೇರ ಲಿಂಕ್: ನಿಮ್ಮ ಪ್ರಸ್ತುತ ಸೆಟ್ಟಿಂಗ್‌ಗಳೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಬಹುದಾದ URL ಅನ್ನು ರಚಿಸಿ."
292	"HTML ಎಂಬೆಡ್ ಮಾಡಿ: ವೆಬ್‌ಸೈಟ್‌ಗಳಿಗೆ ಎಂಬೆಡ್ ಕೋಡ್ ಪಡೆಯಿರಿ."
293	"ಎನ್‌ಕೋಡ್ ನಿಯತಾಂಕಗಳು: ಹಂಚಿಕೆ URL ನಲ್ಲಿ ಎಲ್ಲಾ ಸೆಟ್ಟಿಂಗ್‌ಗಳನ್ನು ಸೇರಿಸಿ."
294	"ಗಮನಿಸಿ: ಸ್ಥಳೀಯ ಫೈಲ್‌ಗಳಿಂದ ಓವರ್‌ಲೇ ಚಿತ್ರಗಳನ್ನು URL ಮೂಲಕ ಹಂಚಿಕೊಳ್ಳಲಾಗುವುದಿಲ್ಲ."
295	"ಸುರಕ್ಷತಾ ವಿಶ್ಲೇಷಣೆ"
296	"QR ಕೋಡ್‌ಗಳನ್ನು ಸ್ಕ್ಯಾನ್ ಮಾಡಲು ಸಾಧ್ಯವಾಗುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ:"
297	"ಸುರಕ್ಷತಾ ಮೋಡ್: ಆಫ್, ಬ್ಯಾಲೆನ್ಸ್ಡ್ ಅಥವಾ ಕಟ್ಟುನಿಟ್ಟಾದ ಸ್ಕ್ಯಾನಿಂಗ್ ಅವಶ್ಯಕತೆಗಳು."
298	"ಕನಿಷ್ಠ ಮಾಡ್ಯೂಲ್ ಗಾತ್ರ: ಪ್ರತಿ ಮಾಡ್ಯೂಲ್‌ಗೆ ಕನಿಷ್ಠ ಪಿಕ್ಸೆಲ್ ಗಾತ್ರ."
299	"ಕನಿಷ್ಠ ಶಾಂತ ವಲಯ: ಕನಿಷ್ಠ ಅಂಚು ಮಾಡ್ಯೂಲ್‌ಗಳು."
300	"ಲಾಕ್ ಫೈಂಡರ್‌ಗಳು/ಸಮಯ/ಜೋಡಣೆ/ಸ್ವರೂಪ/ಆವೃತ್ತಿ: ನಿರ್ದಿಷ್ಟ ಅಂಶಗಳನ್ನು ರಕ್ಷಿಸಿ."
301	"ECC ಯಿಂದ ಗರಿಷ್ಠ ಓವರ್‌ಲೇ ತೀವ್ರತೆ: ದೋಷ ತಿದ್ದುಪಡಿ ಮಟ್ಟವನ್ನು ಆಧರಿಸಿದ ಸ್ವಯಂಚಾಲಿತ ತೀವ್ರತೆಯ ಮಿತಿಗಳು."
302	"ವಿಷಯ ಪ್ರಕಾರಗಳು (ವೃತ್ತಿಪರ)"
303	"ವೃತ್ತಿಪರ ಮಟ್ಟವು ಪಾವತಿ ಮತ್ತು ಉದ್ಯಮ ವಿಷಯ ಪ್ರಕಾರಗಳನ್ನು ಸೇರಿಸುತ್ತದೆ:"
304	"EPC/SEPA (EU): ಯುರೋಪಿಯನ್ ಬ್ಯಾಂಕ್ ವರ್ಗಾವಣೆ QR ಕೋಡ್‌ಗಳು IBAN, BIC, ಮೊತ್ತ, ಉಲ್ಲೇಖದೊಂದಿಗೆ."
305	"UPI (ಭಾರತ): VPA, ಪಾವತಿದಾರರ ಹೆಸರು, ಮೊತ್ತದೊಂದಿಗೆ ಏಕೀಕೃತ ಪಾವತಿ ಇಂಟರ್ಫೇಸ್."
306	"PayNow (ಸಿಂಗಾಪುರ): UEN ಅಥವಾ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯೊಂದಿಗೆ ಸಿಂಗಾಪುರದ ತ್ವರಿತ ಪಾವತಿ."
307	"ಪ್ರಾಂಪ್ಟ್‌ಪೇ (ಥೈಲ್ಯಾಂಡ್): ಥಾಯ್ ರಾಷ್ಟ್ರೀಯ ಪಾವತಿ ವ್ಯವಸ್ಥೆ."
308	"PIX (ಬ್ರೆಜಿಲ್): PIX ಕೀಲಿಯೊಂದಿಗೆ ಬ್ರೆಜಿಲಿಯನ್ ತ್ವರಿತ ಪಾವತಿ."
309	"ಕ್ರಿಪ್ಟೋ: ಐಚ್ಛಿಕ ಮೊತ್ತದೊಂದಿಗೆ ಬಿಟ್‌ಕಾಯಿನ್, ಎಥೆರಿಯಮ್, ಲಿಟ್‌ಕಾಯಿನ್ ಪಾವತಿ ವಿಳಾಸಗಳು."
310	"ಮಾರ್ಕೆಟಿಂಗ್ ಅಭಿಯಾನ ಲಿಂಕ್: ಪೂರ್ಣ UTM ನಿಯತಾಂಕ (ಮಾರ್ಕೆಟಿಂಗ್ ಟ್ಯಾಗ್‌ಗಳು) ಟ್ರ್ಯಾಕಿಂಗ್ ಹೊಂದಿರುವ URL ಗಳು."
311	"ಶಾರ್ಟ್ ಲಿಂಕ್: ಡೈನಾಮಿಕ್/ಟ್ರ್ಯಾಕ್ ಮಾಡಬಹುದಾದ QR ಕೋಡ್‌ಗಳಿಗಾಗಿ URL ಶಾರ್ಟನರ್‌ಗಳೊಂದಿಗೆ ಬಳಸಲು."
312	"GS1 ಡಿಜಿಟಲ್ ಲಿಂಕ್: GTIN, ಸೀರಿಯಲ್, ಬ್ಯಾಚ್, ಅವಧಿ ಮುಕ್ತಾಯದೊಂದಿಗೆ ಉತ್ಪನ್ನ ಗುರುತಿಸುವಿಕೆ."
313	"ಆ್ಯಪ್ ಡೀಪ್ ಲಿಂಕ್: ಕಸ್ಟಮ್ ಸ್ಕೀಮ್‌ಗಳೊಂದಿಗೆ iOS/Android ಅಪ್ಲಿಕೇಶನ್ ಡೀಪ್ ಲಿಂಕ್‌ಗಳು."
314	"ಕಸ್ಟಮ್ ಫಾರ್ಮ್ಯಾಟ್: ಯಾವುದೇ ಫಾರ್ಮ್ಯಾಟಿಂಗ್ ಅಥವಾ ಮೌಲ್ಯೀಕರಣವಿಲ್ಲದ ಕಚ್ಚಾ ಡೇಟಾ."
315	"ಓವರ್‌ಲೇ ಬ್ಲೆಂಡ್ ಮೋಡ್‌ಗಳು (ವೃತ್ತಿಪರ)"
316	"ವೃತ್ತಿಪರ ಮಟ್ಟದಲ್ಲಿ ಹೆಚ್ಚುವರಿ ಮಿಶ್ರಣ ವಿಧಾನಗಳು:"
317	"ಪಿಕ್ಸಲೇಟ್: ಪಿಕ್ಸಲೇಟೆಡ್ ಓವರ್‌ಲೇ ಎಫೆಕ್ಟ್."
318	"ಔಟ್‌ಲೈನ್: ಬಾಹ್ಯರೇಖೆಗಳನ್ನು ಮಾತ್ರ ತೋರಿಸುವ ಅಂಚಿನ ಪತ್ತೆ ಓವರ್‌ಲೇ."
319	"ತರಂಗ: ಅಲೆಅಲೆಯಾದ ಅಸ್ಪಷ್ಟ ಪರಿಣಾಮ."
320	"ಸಬ್‌ಪಿಕ್ಸೆಲ್ ಗಾತ್ರ: ಚಿತ್ರದ ಆಧಾರದ ಮೇಲೆ ವೇರಿಯಬಲ್ ಸಬ್‌ಪಿಕ್ಸೆಲ್ ಗಾತ್ರ."
321	"ಟ್ರೂ ಡಿಥರ್: ಆರ್ಡರ್ಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಆಯ್ಕೆಯೊಂದಿಗೆ ಸುಧಾರಿತ ಡಿಥರಿಂಗ್."
322	"ವಿಪರೀತ: ಗರಿಷ್ಠ ಚಿತ್ರ ಗೋಚರತೆ, ಸ್ಕ್ಯಾನ್ ಸಾಮರ್ಥ್ಯದ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರಬಹುದು."
323	"ರಕ್ಷಣಾ ಸೆಟ್ಟಿಂಗ್‌ಗಳು"
324	"ಓವರ್‌ಲೇ ಮಾರ್ಪಾಡಿನಿಂದ QR ಅಂಶಗಳನ್ನು ರಕ್ಷಿಸುವ ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಣ:"
325	"ಸಮಯವನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳಿ: ಸಮಯದ ಮಾದರಿಗಳನ್ನು ಮಾರ್ಪಡಿಸದೆ ಇರಿಸಿ."
326	"ಜೋಡಣೆಯನ್ನು ಸಂರಕ್ಷಿಸಿ: ಜೋಡಣೆ ಮಾದರಿಗಳನ್ನು ಮಾರ್ಪಡಿಸದೆ ಇರಿಸಿ."
327	"ಸ್ವರೂಪ ಮಾಹಿತಿಯನ್ನು ರಕ್ಷಿಸಿ: ಶೀಲ್ಡ್ ಸ್ವರೂಪ ಮಾಹಿತಿ ಮಾಡ್ಯೂಲ್‌ಗಳು."
328	"ಆವೃತ್ತಿ ಮಾಹಿತಿಯನ್ನು ರಕ್ಷಿಸಿ: ಶೀಲ್ಡ್ ಆವೃತ್ತಿ ಮಾಹಿತಿ ಮಾಡ್ಯೂಲ್‌ಗಳು."
329	"ಇಸಿಸಿ-ಜಾಗೃತಿ ಮೋಡ್"
330	"ದೋಷ ತಿದ್ದುಪಡಿ ಸಾಮರ್ಥ್ಯದ ಆಧಾರದ ಮೇಲೆ ಓವರ್‌ಲೇ ತೀವ್ರತೆಯನ್ನು ಬುದ್ಧಿವಂತಿಕೆಯಿಂದ ವಿತರಿಸುತ್ತದೆ. ಸ್ಕ್ಯಾನ್ ಮಾಡಬಹುದಾದ ಸಾಮರ್ಥ್ಯವನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳುವಾಗ ಯಾವ ಮಾಡ್ಯೂಲ್‌ಗಳನ್ನು ಮಾರ್ಪಡಿಸಬಹುದು ಎಂಬುದನ್ನು ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಿಸುತ್ತದೆ."
331	"ಅಪಾಯದ ಬಜೆಟ್: ದೋಷ ತಿದ್ದುಪಡಿ ಸಾಮರ್ಥ್ಯದ ಶೇಕಡಾವಾರು ಬಳಕೆ (0-100%)."
