1	"ANQR को बारेमा"
240	"GIF एनिमेसन सेटिङहरू"
241	"एनिमेटेड GIF ओभरले प्रयोग गर्दा:"
242	"फ्रेम ढिलाइ प्रयोग गर्नुहोस्: मूल GIF समयको सम्मान गर्नुहोस्।"
243	"अधिकतम FPS: फ्रेम दर सीमित गर्नुहोस् (१-६० fps)।"
244	"विसर्जन ह्यान्डलिङ: फ्रेम डिस्पोजल विधिहरूको सम्मान वा सरलीकरण गर्नुहोस्।"
245	"उन्नत रेन्डरिङ विकल्पहरू"
246	"अतिरिक्त रेन्डरिङ नियन्त्रणहरू:"
247	"ग्याप मोड: कुनै पनि होइन, इनसेट, स्ट्रोक, वा नकारात्मक स्पेस ग्याप स्टाइलिङ।"
248	"कुनाको त्रिज्या: मोड्युलहरूको लागि गोलाकार कुनाहरूको प्रतिशत।"
249	"ग्रेडियन्ट: मोड्युलहरूमा कुनै पनि होइन, रेखीय, रेडियल, वा कोनिक ग्रेडियन्ट।"
250	"आँखाको बाहिरी/भित्री शैली: खोजकर्ता ढाँचाको घण्टीको लागि स्वतन्त्र शैली।"
251	"डट रोटेशन: डायमण्ड/डट मोड्युलहरू घुमाउनुहोस्।"
252	"आँखाको स्केल: खोजकर्ता ढाँचाहरूको लागि आकार समायोजन।"
253	"फ्रेम शैली: सजावटी फ्रेमहरू थप्नुहोस् (गोलाकार फ्रेम, स्टिकर, ट्याग)।"
254	"फ्रेम टेक्स्ट: फ्रेमहरूमा स्क्यान मी! जस्तो टेक्स्ट थप्नुहोस्।"
255	"उन्नत QR एन्कोडिङ"
256	"QR इन्कोडिङलाई फाइन-ट्यून गर्नुहोस्:"
257	"इन्कोडिङ मोड: अटो, न्यूमेरिक, अल्फान्यूमेरिक, बाइट/UTF-८, वा कान्जी।"
258	"न्यूनतम शान्त क्षेत्र लागू गर्नुहोस्: कम्तिमा ४ मोड्युल मार्जिन सुनिश्चित गर्नुहोस्।"
259	"उन्नत आउटपुट विकल्पहरू"
260	"अतिरिक्त निर्यात सेटिङहरू:"
261	"फाइलनाम: डाउनलोडहरूको लागि अनुकूलन फाइलनाम।"
262	"GIF प्यालेट आकार: GIF आउटपुटमा २-२५६ रङहरू।"
263	"GIF क्वान्टाइजर: मेडियन कट, न्यूक्वान्ट, वा अक्ट्री कलर रिडक्सन।"
264	"GIF डिथरिङ: अफ, फ्लोयड-स्टेनबर्ग, वा अर्डर गरिएको।"
265	"GIF पारदर्शी रङ: पारदर्शी हुन रङ सेट गर्नुहोस्।"
266	"SVG True Vector: एम्बेडेड रास्टरको सट्टा पथहरू प्रयोग गर्नुहोस्।"
267	"SVG आकार परिशुद्धता: पिक्सेल वा सटीक मार्ग प्रतिपादन।"
268	"SVG एम्बेड रास्टर ओभरले: एम्बेडेड छविको रूपमा ओभरले समावेश गर्नुहोस्।"
269	"पृष्ठभूमि ओभरराइड: आउटपुटमा विशिष्ट पृष्ठभूमि रङ बल गर्नुहोस्।"
270	"प्रमाणीकरण विकल्पहरू"
271	"इनपुट प्रशोधन सेटिङहरू:"
272	"इनपुट मान्य गर्नुहोस्: इन्कोडिङ गर्नु अघि सामग्री ढाँचा जाँच गर्नुहोस्।"
273	"सेतो ठाउँ काट्नुहोस्: अगाडि/पछाडिको ठाउँहरू हटाउनुहोस्।"
274	"नयाँलाइनहरूलाई सामान्य बनाउनुहोस्: सबैलाइन अन्त्यहरूलाई LF मा रूपान्तरण गर्नुहोस्।"
275	"अधिकतम लम्बाइ गार्ड: यदि सामग्री QR क्षमता भन्दा बढी छ भने चेतावनी दिनुहोस्।"
276	"व्यावसायिक विशेषताहरू"
277	"व्यावसायिक स्तरले वाटरमार्क, मेटाडेटा, साझेदारी विकल्पहरू, सुरक्षा विश्लेषण, भुक्तानी QR कोडहरू, र उद्यम सुविधाहरू थप्छ।"
278	"वाटरमार्क"
279	"तपाईंको QR कोडहरूमा वाटरमार्कहरू थप्नुहोस्:"
280	"प्रकार: पाठ, छवि, वा ढाँचा वाटरमार्क।"
281	"स्थिति: केन्द्र, कुना, किनारा, पछाडि, वा शान्त क्षेत्र।"
282	"अस्पष्टता: वाटरमार्क पारदर्शिता (०-१००%)।"
283	"मिश्रण मोड: सामान्य, गुणन, स्क्रिन, वा ओभरले मिश्रण।"
284	"मेटाडेटा"
285	"निर्यात गरिएका फाइलहरूमा मेटाडेटा इम्बेड गर्नुहोस्:"
286	"शीर्षक, लेखक, प्रतिलिपि अधिकार, इजाजतपत्र, विवरण क्षेत्रहरू।"
287	"सिर्जना समय: जेनेरेसन टाइमस्ट्याम्प एम्बेड गर्नुहोस्।"
288	"अनुकूलन कुञ्जी-मान: मनमानी मेटाडेटा जोडीहरू थप्नुहोस्।"
289	"साझेदारी"
290	"तपाईंको QR कोड कन्फिगरेसनहरू साझा गर्नुहोस्:"
291	"प्रत्यक्ष लिङ्क: तपाईंको हालको सेटिङहरूसँग साझेदारी गर्न मिल्ने URL उत्पन्न गर्नुहोस्।"
292	"HTML इम्बेड गर्नुहोस्: वेबसाइटहरूको लागि इम्बेड कोड प्राप्त गर्नुहोस्।"
293	"इनकोड प्यारामिटरहरू: सेयर URL मा सबै सेटिङहरू समावेश गर्नुहोस्।"
294	"नोट: स्थानीय फाइलहरूबाट ओभरले छविहरू URL मार्फत साझेदारी गर्न सकिँदैन।"
295	"सुरक्षा विश्लेषण"
296	"QR कोडहरू स्क्यान गर्न मिल्ने सुनिश्चित गर्नुहोस्:"
297	"सुरक्षा मोड: बन्द, सन्तुलित, वा कडा स्क्यानिङ आवश्यकताहरू।"
298	"न्यूनतम मोड्युल आकार: प्रति मोड्युल न्यूनतम पिक्सेल आकार।"
299	"न्यूनतम शान्त क्षेत्र: न्यूनतम मार्जिन मोड्युलहरू।"
300	"लक खोजकर्ताहरू/समय/पङ्क्तिबद्ध/ढाँचा/संस्करण: विशिष्ट तत्वहरूलाई सुरक्षित गर्नुहोस्।"
301	"ECC द्वारा अधिकतम ओभरले तीव्रता: त्रुटि सुधार स्तरमा आधारित स्वचालित तीव्रता सीमा।"
302	"सामग्री प्रकारहरू (व्यावसायिक)"
303	"व्यावसायिक स्तरले भुक्तानी र उद्यम सामग्री प्रकारहरू थप्छ:"
304	"EPC/SEPA (EU): IBAN, BIC, रकम, सन्दर्भ सहितको युरोपेली बैंक स्थानान्तरण QR कोडहरू।"
305	"UPI (भारत): VPA, भुक्तानीकर्ताको नाम, रकम सहितको एकीकृत भुक्तानी इन्टरफेस।"
306	"PayNow (सिंगापुर): UEN वा मोबाइल नम्बरको साथ सिंगापुर द्रुत भुक्तानी।"
307	"प्रम्प्टपे (थाइल्याण्ड): थाई राष्ट्रिय भुक्तानी प्रणाली।"
308	"PIX (ब्राजिल): PIX कुञ्जी प्रयोग गरी ब्राजिलियन तत्काल भुक्तानी।"
309	"क्रिप्टो: वैकल्पिक रकम सहितको बिटकॉइन, इथेरियम, लाइटकोइन भुक्तानी ठेगानाहरू।"
310	"मार्केटिंग अभियान लिङ्क: पूर्ण UTM प्यारामिटर (मार्केटिंग ट्यागहरू) ट्र्याकिङ भएका URL हरू।"
311	"छोटो लिङ्क: गतिशील/ट्र्याक गर्न मिल्ने QR कोडहरूको लागि URL सर्टनरहरूसँग प्रयोगको लागि।"
312	"GS1 डिजिटल लिङ्क: GTIN, सिरियल, ब्याच, म्याद समाप्ति सहितको उत्पादन पहिचान।"
313	"एप डीप लिङ्क: अनुकूलन योजनाहरूसँग आईओएस/एन्ड्रोइड एप डीप लिङ्कहरू।"
314	"अनुकूलन ढाँचा: कुनै ढाँचा वा प्रमाणीकरण बिनाको कच्चा डेटा।"
315	"ओभरले ब्लेन्ड मोडहरू (व्यावसायिक)"
316	"व्यावसायिक स्तरमा थप मिश्रण मोडहरू:"
317	"पिक्सेलेट: पिक्सेलेटेड ओभरले प्रभाव।"
318	"रूपरेखा: किनारा पत्ता लगाउने ओभरलेले केवल रूपरेखाहरू देखाउँछ।"
319	"लहर: लहरदार विकृति प्रभाव।"
320	"सबपिक्सेल आकार: छविमा आधारित परिवर्तनशील सबपिक्सेल आकार।"
321	"साँचो डिथर: क्रमबद्ध म्याट्रिक्स चयनको साथ उन्नत डिथरिङ।"
322	"चरम: अधिकतम छवि दृश्यता, स्क्यान योग्यतालाई असर गर्न सक्छ।"
323	"सुरक्षा सेटिङहरू"
324	"कुन QR तत्वहरू ओभरले परिमार्जनबाट सुरक्षित छन् भन्ने कुरामा सूक्ष्म नियन्त्रण:"
325	"समय संरक्षण गर्नुहोस्: समय ढाँचाहरू अपरिवर्तित राख्नुहोस्।"
326	"पङ्क्तिबद्धता सुरक्षित गर्नुहोस्: पङ्क्तिबद्धता ढाँचाहरू अपरिवर्तित राख्नुहोस्।"
327	"प्रोटेक्ट फर्म्याट जानकारी: शिल्ड फर्म्याट जानकारी मोड्युलहरू।"
328	"संस्करण जानकारी सुरक्षित गर्नुहोस्: शिल्ड संस्करण जानकारी मोड्युलहरू।"
329	"ECC-सचेत मोड"
330	"त्रुटि सुधार क्षमताको आधारमा ओभरले तीव्रता बुद्धिमानीपूर्वक वितरण गर्दछ। प्रणालीले स्क्यानबिलिटी कायम राख्दै कुन मोड्युलहरू परिमार्जन गर्न सकिन्छ भनेर विश्लेषण गर्दछ।"
331	"जोखिम बजेट: प्रयोग गर्न सकिने त्रुटि सुधार क्षमताको प्रतिशत (०-१००%)।"
332	"उच्च बजेट = बढी देखिने ओभरले तर स्क्यान गर्न सक्ने क्षमता बढी जोखिमपूर्ण।"
333	"कम बजेट = सुरक्षित स्क्यानिङ तर कम देखिने ओभरले।"
334	"व्यावसायिक रेन्डरिङ विकल्पहरू"
335	"उन्नत रेन्डरिङ नियन्त्रणहरू:"
336	"क्रिस्प एज: तीखा मोड्युल एजका लागि पिक्सेलेटेड छवि रेन्डरिङ प्रयोग गर्नुहोस्।"
337	"पिक्सेल स्न्याप: भुइँ, गोलो, वा सिल पिक्सेल पङ्क्तिबद्धता।"
338	"प्रति-मोड्युल रङ मोड: ठोस, चमकद्वारा, स्थितिद्वारा, ओभरलेद्वारा, क्लस्टरद्वारा।"
339	"रङ प्यालेट: प्रति-मोड्युल रङको लागि अनुकूलन रङ प्यालेट परिभाषित गर्नुहोस्।"
340	"कन्ट्रास्ट गार्ड: रङहरू बीच न्यूनतम कन्ट्रास्ट अनुपात सुनिश्चित गर्नुहोस्।"
341	"न्यूनतम कन्ट्रास्ट अनुपात: WCAG-शैली कन्ट्रास्ट आवश्यकता (१:१ देखि २१:१)।"
342	"अतिरिक्त सीमा मोड्युलहरू: शान्त क्षेत्रभन्दा बाहिर अतिरिक्त सीमा।"
343	"व्यावसायिक आउटपुट विकल्पहरू"
344	"इन्टरप्राइज निर्यात सेटिङहरू:"
345	"DPI: प्रिन्ट रिजोल्युसन सेट गर्नुहोस् (७२-६०० DPI)। प्रिन्टको लागि ३०० DPI सिफारिस गरिएको छ।"
346	"शान्त क्षेत्र समावेश गर्नुहोस्: आउटपुट आयामहरूमा शान्त क्षेत्र टगल गर्नुहोस्।"
347	"अतिरिक्तको रूपमा निर्यात गर्नुहोस्: प्राथमिक ढाँचासँगै PDF उत्पन्न गर्नुहोस्।"
348	"एनिमेसन सेटिङहरू (व्यावसायिक)"
349	"थप व्यावसायिक एनिमेसन सुविधाहरू:"
350	"टेम्पोरल डिथर: अफ, ब्लू नाइज, वा फ्लिकर सेफ प्रति-फ्रेम डिथरिङ।"
351	"ढाँचा: कुनै पनि होइन, पल्स, वेभ, स्क्यानलाइन, शिमर, वा ड्रिफ्ट प्रभावहरू।"
352	"उत्तम अभ्यासहरू"
353	"भरपर्दो QR कोडहरूको लागि यी दिशानिर्देशहरू पालना गर्नुहोस्:"
354	"छाप्नु अघि सधैं धेरै स्क्यानर एपहरूसँग आफ्नो QR कोडहरू परीक्षण गर्नुहोस्।"
355	"ओभरलेहरू थप्दा त्रुटि सुधार H (उच्च) प्रयोग गर्नुहोस्।"
356	"शान्त क्षेत्र (मार्जिन) को कम्तीमा ४ मोड्युल राख्नुहोस्।"
357	"अग्रभूमि र पृष्ठभूमि बीच उच्च भिन्नता सुनिश्चित गर्नुहोस्।"
358	"प्रिन्टको लागि, कम्तिमा ३०० DPI प्रयोग गर्नुहोस् र वास्तविक प्रिन्ट साइजमा परीक्षण गर्नुहोस्।"
359	"ओभरले प्रयोग गर्दा प्रिजर्भ फाइन्डर प्याटर्नहरू सक्षम गर्नुहोस्।"
360	"कम ओभरले तीव्रताबाट सुरु गर्नुहोस् र बिस्तारै बढाउनुहोस्।"
361	"बाहिरी प्रयोगको लागि, ठूला मोड्युल आकारहरू र उच्च त्रुटि सुधारलाई विचार गर्नुहोस्।"
362	"समस्या निवारण"
363	"सामान्य समस्या र समाधानहरू:"
364	"QR ले स्क्यान गर्दैन: ओभरले तीव्रता घटाउनुहोस्, त्रुटि सुधार बढाउनुहोस्, कन्ट्रास्ट जाँच गर्नुहोस्।"
365	"कोड धेरै ठूलो छ: सामग्रीको लम्बाइ घटाउनुहोस्, URL सर्टनर प्रयोग गर्नुहोस्, संस्करण कम गर्नुहोस्।"
366	"धमिलो आउटपुट: मोड्युलको आकार बढाउनुहोस्, संकुचित ढाँचाको सट्टा PNG प्रयोग गर्नुहोस्।"
367	"रङहरू गलत देखिन्छन्: रङ कन्ट्रास्ट जाँच गर्नुहोस्, ग्रेस्केल ओभरले मोड प्रयास गर्नुहोस्।"
368	"GIF एनिमेसन भइरहेको छैन: GIF ढाँचा आउटपुट प्रयोग गरी सुनिश्चित गर्नुहोस्, फ्रेम गणना जाँच गर्नुहोस्।"
369	"छवि ओभरले लोड भइरहेको छैन: रिमोट छविहरूमा CORS अनुमतिहरू जाँच गर्नुहोस्।"
370	"किबोर्ड सर्टकटहरू"
371	"ANQR ले मानक किबोर्ड सर्टकटहरूलाई समर्थन गर्दछ। निर्यात ट्रिगर गर्न Ctrl/Cmd+S प्रयोग गर्नुहोस् (पूर्वावलोकनमा केन्द्रित हुँदा)।"
372	"साझेदारी र इम्बेडिङ"
373	"व्यावसायिक मोडमा, तपाईंको हालको सेटिङहरूसँग URL प्रतिलिपि गर्न साझेदारी बटनमा क्लिक गर्नुहोस्। प्राप्तकर्ताहरूले तपाईंको सही कन्फिगरेसन हेर्न यो URL खोल्न सक्छन्। नोट: स्थानीय फाइलहरूबाट ओभरले छविहरू URL मार्फत साझेदारी गर्न सकिँदैन।"
374	"गोपनीयता नीति"
375	"ANQR ले सङ्कलन गर्ने जानकारी, यसलाई कसरी प्रयोग गरिन्छ, र लागू हुने गोपनीयता कानून अन्तर्गत तपाईंको अधिकारहरू।"
376	"सारांश"
377	"ANQR भनेको ग्राहक-प्रथम दृष्टिकोण भएको QR कोड जेनेरेटर हो। हामीलाई तपाईंले खाता सिर्जना गर्न आवश्यक पर्दैन। पूर्वनिर्धारित रूपमा, QR कोडहरू तपाईंको ब्राउजरमा स्थानीय रूपमा उत्पन्न हुन्छन् — तपाईंले इन्कोड गर्नुभएको सामग्रीमा हामीसँग पहुँच हुँदैन।"
378	"हामी विज्ञापनको लागि गुगल एडसेन्स प्रयोग गर्छौं र विश्लेषण सेवाहरू प्रयोग गर्न सक्छौं। यी सेवाहरूले कुकीज र समान प्रविधिहरू मार्फत जानकारी सङ्कलन गर्छन्। यो नीतिले कुन डेटा सङ्कलन गरिन्छ, कसरी प्रयोग गरिन्छ, र तपाईंको अधिकारहरू वर्णन गर्दछ।"
379	"हामीले सङ्कलन गर्ने जानकारी"
380	"तपाईंले प्रदान गर्नुभएको जानकारी: यदि तपाईंले हामीलाई इमेल वा हाम्रो सम्पर्क फारम मार्फत सम्पर्क गर्नुभयो भने, हामी तपाईंको नाम, इमेल ठेगाना, र सन्देश सामग्री सङ्कलन गर्छौं।"
381	"स्वचालित रूपमा सङ्कलन गरिएको जानकारी: हाम्रो होस्टिङ प्रदायक (नेटलिफाइ), विज्ञापन साझेदारहरू, र विश्लेषण सेवाहरूले सङ्कलन गर्न सक्छन्: IP ठेगाना, ब्राउजर प्रकार र संस्करण, अपरेटिङ सिस्टम, उपकरण प्रकार, सन्दर्भ URL, भ्रमण गरिएका पृष्ठहरू, साइटमा समय, र अनुमानित भौगोलिक स्थान।"
382	"तेस्रो-पक्ष कुकीहरू: हाम्रा विज्ञापन साझेदारहरू (गुगल एडसेन्स) ले विज्ञापनहरू सेवा गर्न र मापन गर्न कुकीहरू र समान प्रविधिहरू प्रयोग गर्छन्। ANQR आफैंले कुनै पनि प्रथम-पक्ष कुकीहरू सेट गर्दैन।"
383	"कुकीज र तेस्रो-पक्ष प्रविधिहरू"
384	"ANQR ले कुनै पनि प्रथम-पक्ष कुकीहरू सेट गर्दैन। तपाईंको प्राथमिकताहरू (जस्तै डार्क मोड) तपाईंको उपकरणमा स्थानीय रूपमा भण्डारण गरिन्छ, जुन कुनै पनि सर्भरमा प्रसारित हुँदैन।"
385	"यद्यपि, हाम्रा विज्ञापन साझेदारहरू (गुगल एडसेन्स) र होस्टिंग प्रदायकले कुकीज र समान ट्र्याकिङ प्रविधिहरू प्रयोग गर्न सक्छन्:"
386	"विज्ञापन कुकीज (तेस्रो-पक्ष): गुगल एडसेन्स र विज्ञापन साझेदारहरू द्वारा सान्दर्भिक विज्ञापनहरू प्रदान गर्न, विज्ञापन प्रदर्शन मापन गर्न, र प्रयोगकर्ता रुचिहरू बुझ्न सेट गरिएको। यी कुकीजहरूले विभिन्न वेबसाइटहरूमा तपाईंको गतिविधि ट्र्याक गर्न सक्छन्।"
387	"एनालिटिक्स कुकीज (तेस्रो-पक्ष): हाम्रो होस्टिङ प्रदायक वा एनालिटिक्स सेवाहरूद्वारा बेनामी प्रयोग डेटा सङ्कलन गर्न प्रयोग गर्न सकिन्छ।"
388	"गुगल एडसेन्स र विज्ञापन"
389	"हामी गुगल एडसेन्स मार्फत विज्ञापनहरू प्रदर्शन गर्छौं। गुगल र यसका साझेदारहरूले यस साइट र अन्य वेबसाइटहरूमा तपाईंको ब्राउजिङ इतिहासमा आधारित विज्ञापनहरू प्रदान गर्न कुकीहरू प्रयोग गर्छन् (रुचि-आधारित विज्ञापन)।"
390	"गुगलले तपाईंको जानकारी कसरी प्रयोग गर्छ भनेर जान्नुहोस्: https://policies.google.com/technologies/partner-sites"
391	"विज्ञापन निजीकरण व्यवस्थापन गर्नुहोस्: https://adssettings.google.com"
392	"नेटवर्क विज्ञापन पहल मार्फत अप्ट आउट गर्नुहोस्: https://optout.networkadvertising.org"
393	"डिजिटल विज्ञापन गठबन्धन मार्फत अप्ट आउट गर्नुहोस्: https://optout.aboutads.info"
394	"हामी कसरी जानकारी प्रयोग गर्छौं"
395	"तपाईंको सोधपुछको जवाफ दिन र सहयोग प्रदान गर्न।"
396	"हाम्रा विज्ञापन साझेदारहरू मार्फत सान्दर्भिक विज्ञापनहरू प्रदर्शन गर्न।"
397	"साइट प्रयोगको विश्लेषण गर्न र हाम्रा सेवाहरू सुधार गर्न।"
398	"धोखाधडी, दुरुपयोग, र सुरक्षा समस्याहरू पत्ता लगाउन, रोक्न र सम्बोधन गर्न।"
399	"कानूनी दायित्वहरूको पालना गर्न।"
400	"तेस्रो-पक्ष सेवाहरू"
401	"गुगल एडसेन्स: विज्ञापनहरू सेवा गर्न र मापन गर्न डेटा प्राप्त गर्दछ।"
402	"विश्लेषण प्रदायकहरू: बेनामी प्रयोग डेटा प्राप्त गर्नुहोस्।"
403	"नेटलिफाइ (होस्टिङ): अनुरोधहरू प्रशोधन गर्छ र IP ठेगानाहरू लग गर्न सक्छ।"
404	"हामी तपाईंको व्यक्तिगत जानकारी बेच्दैनौं। यद्यपि, विज्ञापन साझेदारहरूसँग डेटा साझा गर्नुलाई CCPA अन्तर्गत बिक्री मान्न सकिन्छ (तल हेर्नुहोस्)।"
405	"डेटा रिटेन्सन"
406	"सम्पर्क सबमिशनहरू: २ वर्षसम्म।"
407	"सर्भर लगहरू: ३० दिनसम्म (होस्टिङ प्रदायक)।"
408	"विश्लेषण डेटा: २६ महिनासम्म (अज्ञात)।"
409	"विज्ञापन कुकीहरू: सामान्यतया १३ महिना (साझेदार अनुसार फरक हुन्छ)।"
410	"GDPR (EEA प्रयोगकर्ताहरू) अन्तर्गत तपाईंको अधिकार"
411	"यदि तपाईं युरोपेली आर्थिक क्षेत्रमा हुनुहुन्छ भने, सामान्य डेटा संरक्षण नियमन अन्तर्गत तपाईंसँग निम्न अधिकारहरू छन्:"
412	"पहुँचको अधिकार: हामीसँग तपाईंको बारेमा रहेको व्यक्तिगत डेटाको प्रतिलिपि अनुरोध गर्नुहोस्।"
413	"सुधारको अधिकार: गलत डेटाको सुधारको अनुरोध।"
414	"मेटाउने अधिकार: तपाईंको डेटा मेटाउने अनुरोध गर्नुहोस् (बिर्सने अधिकार)।"
415	"प्रशोधन प्रतिबन्ध गर्ने अधिकार: हामीले तपाईंको डेटा कसरी प्रयोग गर्छौं भन्ने सीमा अनुरोध गर्नुहोस्।"
416	"डेटा पोर्टेबिलिटीको अधिकार: पोर्टेबल ढाँचामा तपाईंको डेटा अनुरोध गर्नुहोस्।"
417	"आक्षेप लगाउने अधिकार: प्रशोधन गर्न आपत्ति, प्रत्यक्ष मार्केटिङ सहित।"
418	"सहमति फिर्ता लिने अधिकार: प्रशोधन सहमतिमा आधारित भएमा जुनसुकै समयमा सहमति फिर्ता लिनुहोस्।"
419	"उजुरी दर्ता गर्ने अधिकार: आफ्नो डेटा सुरक्षा प्राधिकरणमा गुनासो दर्ता गर्नुहोस्।"
420	"GDPR को कानूनी आधार"
421	"हामी यी आधारहरूमा डेटा प्रशोधन गर्छौं: (क) सहमति — व्यक्तिगत विज्ञापनको लागि (हाम्रा विज्ञापन साझेदारहरूद्वारा व्यवस्थित); (ख) वैध रुचिहरू — विश्लेषण, सुरक्षा र सुधारको लागि; (ग) सम्झौता — सोधपुछको जवाफ दिन।"
422	"आफ्नो अधिकार प्रयोग गर्न, ${CONTACT_EMAIL} मा सम्पर्क गर्नुहोस्। हामी ३० दिन भित्र जवाफ दिन्छौं।"
423	"CCPA (क्यालिफोर्निया प्रयोगकर्ताहरू) अन्तर्गत तपाईंको अधिकार"
424	"जान्न पाउने अधिकार: सङ्कलन गरिएको डेटा, स्रोतहरू, उद्देश्यहरू, र तेस्रो पक्षहरूको बारेमा जानकारी अनुरोध गर्नुहोस्।"
425	"मेटाउने अधिकार: तपाईंको व्यक्तिगत जानकारी मेटाउने अनुरोध गर्नुहोस्।"
426	"अप्ट-आउट गर्ने अधिकार: व्यक्तिगत जानकारीको बिक्री बाट बाहिर निस्कनुहोस् (विज्ञापन साझेदारहरूसँग साझेदारी गर्न योग्य हुन सक्छ)।"
427	"भेदभाव नगर्ने अधिकार: हामी तपाईंको अधिकार प्रयोग गर्दा भेदभाव गर्नेछैनौं।"
428	"CCPA कोटीहरू सङ्कलन गरियो"
429	"श्रेणीहरू: पहिचानकर्ताहरू (आईपी ठेगाना, उपकरण आईडी), इन्टरनेट गतिविधि (ब्राउजिङ, विज्ञापन अन्तरक्रिया), भौगोलिक स्थान (अनुमानित), अनुमानहरू (ब्राउजिङबाट रुचिहरू)।"
430	"अधिकार प्रयोग गर्न वा अप्ट आउट गर्न: ${CONTACT_EMAIL} वा कुकी सेटिङहरू समायोजन गर्नुहोस्।"
431	"अन्तर्राष्ट्रिय स्थानान्तरण"
432	"तपाईंको जानकारी संयुक्त राज्य अमेरिका सहित विभिन्न डेटा सुरक्षा कानून भएका देशहरूमा स्थानान्तरण हुन सक्छ। हामी मानक अनुबंधात्मक खण्डहरू जस्ता उपयुक्त सुरक्षा उपायहरू प्रयोग गर्छौं।"
433	"बालबालिकाको गोपनीयता"
434	"ANQR १३ वर्ष मुनिका बालबालिकाहरू (वा EEA मा १६) लाई लक्षित गरिएको छैन। हामी जानाजानी बालबालिकाहरूबाट डेटा सङ्कलन गर्दैनौं। यदि तपाईंलाई लाग्छ कि कुनै बच्चाले जानकारी प्रदान गरेको छ भने ${CONTACT_EMAIL} मा सम्पर्क गर्नुहोस्।"
435	"सुरक्षा"
436	"हामी HTTPS इन्क्रिप्सन सहित डेटा सुरक्षित गर्न उपयुक्त प्राविधिक र संगठनात्मक उपायहरू प्रयोग गर्छौं। यद्यपि, कुनै पनि इन्टरनेट प्रसारण १००% सुरक्षित हुँदैन।"
437	"ट्रयाक नगर्नुहोस्"
438	"हामी सम्भव भएसम्म ब्राउजर संकेतहरूलाई ट्र्याक नगर्नुहोस् भन्ने सम्मान गर्छौं, यद्यपि विज्ञापन साझेदारहरूले DNT लाई प्रतिक्रिया नदिन सक्छन्।"
439	"यस नीतिमा परिवर्तनहरू"
440	"हामी यो नीतिलाई आवधिक रूपमा अद्यावधिक गर्न सक्छौं। अन्तिम अद्यावधिक मितिले सबैभन्दा भर्खरको संशोधनलाई जनाउँछ। महत्त्वपूर्ण परिवर्तनहरू साइट ब्यानर मार्फत सूचित गर्न सकिन्छ।"
441	"हामीलाई सम्पर्क गर्नुहोस्"
442	"गोपनीयता सम्बन्धी प्रश्नहरूको लागि वा आफ्नो अधिकार प्रयोग गर्न: ${CONTACT_EMAIL} वा हाम्रो सम्पर्क पृष्ठ प्रयोग गर्नुहोस्। हामी ३० दिन भित्र गोपनीयता अनुरोधहरूको जवाफ दिन्छौं।"
443	"सेवाका सर्तहरू"
444	"साइट पहुँच गरेर वा प्रयोग गरेर, तपाईं यी सर्तहरूद्वारा बाध्य हुन सहमत हुनुहुन्छ।"
445	"सर्तहरूको स्वीकृति"
446	"ANQR (anqr.link) पहुँच गरेर वा प्रयोग गरेर, तपाईं यी सेवा सर्तहरू र हाम्रो गोपनीयता नीतिद्वारा बाध्य हुन सहमत हुनुहुन्छ। यदि तपाईं यी सर्तहरूमा सहमत हुनुहुन्न भने, साइट प्रयोग नगर्नुहोस्।"
447	"हामी समय समयमा यी सर्तहरू अद्यावधिक गर्न सक्छौं। परिवर्तन पछि साइटको निरन्तर प्रयोगले नयाँ सर्तहरूको स्वीकृति जनाउँछ।"
448	"योग्यता"
449	"ANQR प्रयोग गर्न तपाईं कम्तिमा १३ वर्षको हुनुपर्छ। साइट प्रयोग गरेर, तपाईंले यो उमेरको आवश्यकता पूरा गर्नुहुन्छ भनी प्रतिनिधित्व गर्नुहुन्छ। यदि तपाईं १८ वर्षभन्दा कम उमेरको हुनुहुन्छ भने, तपाईंले साइट प्रयोग गर्न आफ्नो अभिभावक वा अभिभावकको अनुमति भएको प्रतिनिधित्व गर्नुहुन्छ।"
450	"अनुमति दिइएको प्रयोग"
451	"तपाईंले ANQR लाई केवल कानुनी उद्देश्यका लागि प्रयोग गर्न सक्नुहुन्छ। तपाईंले QR कोडहरूमा इन्कोड गर्नुभएको सामग्री र तपाईंले उत्पन्न गर्ने कुनै पनि QR कोडहरू कसरी प्रयोग गर्नुहुन्छ भन्ने कुराको लागि तपाईं पूर्ण रूपमा जिम्मेवार हुनुहुन्छ।"
452	"निषेधित आचरण"
453	"तपाईं निम्न कुराहरूमा सहमत हुनुहुन्न:"
454	"फिसिङ, मालवेयर वितरण, धोखाधडी, घोटाला, उत्पीडन, मानहानि, वा कुनै पनि गैरकानूनी गतिविधिलाई सहज बनाउने QR कोडहरू सिर्जना गर्न ANQR प्रयोग गर्नुहोस्।"
455	"बौद्धिक सम्पत्ति अधिकार उल्लङ्घन गर्ने, गोपनीयताको उल्लङ्घन गर्ने, वा अवैध सामग्री समावेश गर्ने सामग्री इन्कोड गर्नुहोस्।"
456	"साइटको सञ्चालन वा सुरक्षामा बाधा पुर्‍याउने, ओभरलोड गर्ने वा हस्तक्षेप गर्ने प्रयास।"
457	"साइटबाट स्रोत कोड रिभर्स इन्जिनियर, डिकम्पाइल, वा निकाल्ने प्रयास।"
