1	"ANQR အကြောင်း"
255	"အဆင့်မြင့် QR ကုဒ်သွင်းခြင်း"
256	"QR ကုဒ်ကုဒ်ကို အသေးစိတ်ချိန်ညှိပါ-"
257	"ကုဒ်သွင်းမုဒ်- အလိုအလျောက်၊ ဂဏန်း၊ အက္ခရာနှင့်ဂဏန်း၊ Byte/UTF-8 သို့မဟုတ် Kanji။"
258	"အနည်းဆုံး တိတ်ဆိတ်သောဇုန်ကို ပြဋ္ဌာန်းပါ- အနည်းဆုံး မော်ဂျူးအနားသတ် ၄ ခု သေချာပါစေ။"
259	"အဆင့်မြင့် အထွက် ရွေးချယ်စရာများ"
260	"နောက်ထပ် ပို့ကုန်ဆက်တင်များ"
261	"ဖိုင်အမည်- ဒေါင်းလုဒ်များအတွက် စိတ်ကြိုက်ဖိုင်အမည်"
262	"GIF ပါလက်အရွယ်အစား- GIF အထွက်တွင် အရောင် ၂-၂၅၆ ရောင်။"
263	"GIF Quantizer: Median Cut၊ NeuQuant သို့မဟုတ် Octree အရောင်လျှော့ချခြင်း။"
264	"GIF တုန်ခါခြင်း- ပိတ်ထားသည်၊ Floyd-Steinberg သို့မဟုတ် အမိန့်ပေးထားသည်။"
265	"GIF ဖောက်ထွင်းမြင်ရသောအရောင်- အရောင်တစ်ခုကို ဖောက်ထွင်းမြင်ရအောင် သတ်မှတ်ပါ။"
266	"SVG True Vector: embedded raster အစား path များကိုသုံးပါ။"
267	"SVG ပုံသဏ္ဍာန် တိကျမှု- ပစ်ဇယ် သို့မဟုတ် တိကျသော လမ်းကြောင်း ပုံဖော်ခြင်း။"
268	"SVG Embed Raster Overlay: embedded image အဖြစ် overlay ကိုထည့်သွင်းပါ။"
269	"နောက်ခံ အစားထိုးခြင်း- အထွက်တွင် သတ်မှတ်ထားသော နောက်ခံအရောင်ကို အတင်းအကျပ်ပြုလုပ်ခြင်း။"
270	"အတည်ပြုချက် ရွေးချယ်စရာများ"
271	"ထည့်သွင်းမှု စီမံဆောင်ရွက်မှု ဆက်တင်များ"
272	"ထည့်သွင်းမှုကို အတည်ပြုပါ- ကုဒ်ဝှက်ခြင်းမပြုမီ အကြောင်းအရာဖော်မတ်ကို စစ်ဆေးပါ။"
273	"အဖြူရောင်နေရာလွတ်များကို ဖြတ်တောက်ပါ- ရှေ့/နောက် ကွက်လပ်များကို ဖယ်ရှားပါ။"
274	"စာကြောင်းအသစ်များကို ပုံမှန်ဖြစ်အောင်ပြုလုပ်ပါ- စာကြောင်းအဆုံးသတ်အားလုံးကို LF သို့ပြောင်းပါ။"
275	"အမြင့်ဆုံးအရှည်အကာအရံ- အကြောင်းအရာသည် QR ပမာဏထက်ကျော်လွန်ပါက သတိပေးပါ။"
276	"ပရော်ဖက်ရှင်နယ် အင်္ဂါရပ်များ"
277	"ပရော်ဖက်ရှင်နယ်အဆင့်တွင် ရေစာများ၊ မက်တာဒေတာ၊ မျှဝေခြင်းရွေးချယ်စရာများ၊ ဘေးကင်းရေးခွဲခြမ်းစိတ်ဖြာမှု၊ ငွေပေးချေမှု QR ကုဒ်များနှင့် စီးပွားရေးလုပ်ငန်းအင်္ဂါရပ်များကို ထည့်သွင်းထားသည်။"
278	"ရေစာ"
279	"သင့် QR ကုဒ်များတွင် ရေစာများထည့်ပါ-"
280	"အမျိုးအစား- စာသား၊ ရုပ်ပုံ သို့မဟုတ် ပုံစံ ရေစာ။"
281	"နေရာ- အလယ်ဗဟို၊ ထောင့်များ၊ အနားစွန်းများ၊ နောက်ကွယ် သို့မဟုတ် တိတ်ဆိတ်သောဇုန်။"
282	"အလင်းပိတ်မှု- ရေစာ ပွင့်လင်းမြင်သာမှု (၀-၁၀၀%)။"
283	"ရောစပ်မုဒ်- ပုံမှန်၊ များပြားခြင်း၊ မျက်နှာပြင် သို့မဟုတ် အပေါ်ယံ ရောစပ်ခြင်း။"
284	"မက်တာဒေတာ"
285	"တင်ပို့ထားသောဖိုင်များတွင် မက်တာဒေတာထည့်သွင်းပါ-"
286	"ခေါင်းစဉ်၊ စာရေးသူ၊ မူပိုင်ခွင့်၊ လိုင်စင်၊ ဖော်ပြချက် အကွက်များ။"
287	"ဖန်တီးမှုအချိန်- မျိုးဆက်အချိန်တံဆိပ်ကို ထည့်သွင်းပါ။"
288	"စိတ်ကြိုက် သော့-တန်ဖိုး- မည်သည့်မက်တာဒေတာအတွဲများကိုမဆို ထည့်ပါ။"
289	"မျှဝေခြင်း"
290	"သင့် QR ကုဒ် ပြင်ဆင်မှုများကို မျှဝေပါ-"
291	"တိုက်ရိုက်လင့်ခ်- သင်၏လက်ရှိဆက်တင်များဖြင့် မျှဝေနိုင်သော URL တစ်ခုကို ဖန်တီးပါ။"
292	"Embed HTML: ဝဘ်ဆိုက်များအတွက် embed code ရယူပါ။"
293	"ကန့်သတ်ချက်များကို ကုဒ်သွင်းပါ- မျှဝေ URL တွင် ဆက်တင်အားလုံးကို ထည့်သွင်းပါ။"
294	"မှတ်ချက်- ဒေသတွင်းဖိုင်များမှ ထပ်ဆင့်ထားသော ပုံများကို URL မှတစ်ဆင့် မျှဝေ၍မရပါ။"
295	"ဘေးကင်းရေး ခွဲခြမ်းစိတ်ဖြာခြင်း"
296	"QR ကုဒ်များကို စကင်ဖတ်နိုင်စေရန် သေချာစေပါ-"
297	"ဘေးကင်းရေးမုဒ်- ပိတ်ထားခြင်း၊ ဟန်ချက်ညီခြင်း သို့မဟုတ် တင်းကျပ်သော စကင်န်ဖတ်ခြင်း လိုအပ်ချက်များ။"
298	"အနည်းဆုံး မော်ဂျူးအရွယ်အစား- မော်ဂျူးတစ်ခုလျှင် အနည်းဆုံး ပစ်ဇယ်အရွယ်အစား။"
299	"အနည်းဆုံး တိတ်ဆိတ်ဇုန်- အနည်းဆုံး အနားသတ် မော်ဂျူးများ။"
300	"Lock Finders/Timing/Align/Format/Version: သတ်မှတ်ထားသော element များကို ကာကွယ်ပါ။"
301	"ECC မှ အမြင့်ဆုံး အပေါ်ယံအလွှာ ပြင်းထန်မှု- အမှားပြင်ဆင်ချက်အဆင့်အပေါ် အခြေခံ၍ အလိုအလျောက် ပြင်းထန်မှု ကန့်သတ်ချက်များ။"
302	"အကြောင်းအရာအမျိုးအစားများ (ပရော်ဖက်ရှင်နယ်)"
303	"ပရော်ဖက်ရှင်နယ်အဆင့်က ငွေပေးချေမှုနှင့် လုပ်ငန်းအကြောင်းအရာအမျိုးအစားများကို ထည့်သွင်းပေးသည်-"
304	"EPC/SEPA (EU): IBAN၊ BIC၊ ပမာဏ၊ ရည်ညွှန်းချက်ပါရှိသော ဥရောပဘဏ်ငွေလွှဲ QR ကုဒ်များ။"
305	"UPI (အိန္ဒိယ): VPA၊ ငွေလက်ခံသူအမည်၊ ပမာဏတို့ပါဝင်သည့် ပေါင်းစည်းငွေပေးချေမှု အင်တာဖေ့စ်။"
306	"PayNow (စင်ကာပူ): UEN သို့မဟုတ် မိုဘိုင်းနံပါတ်ဖြင့် စင်ကာပူတွင် မြန်ဆန်စွာ ငွေပေးချေမှု။"
307	"PromptPay (ထိုင်းနိုင်ငံ): ထိုင်းနိုင်ငံ၏ အမျိုးသားငွေပေးချေမှုစနစ်။"
308	"PIX (ဘရာဇီး): PIX သော့ဖြင့် ဘရာဇီးလ် လက်ငင်းငွေပေးချေမှု။"
309	"Crypto: ရွေးချယ်နိုင်သောပမာဏပါရှိသော Bitcoin၊ Ethereum၊ Litecoin ငွေပေးချေမှုလိပ်စာများ။"
310	"စျေးကွက်ရှာဖွေရေး ကမ်ပိန်းလင့်ခ်- UTM ပါရာမီတာ (စျေးကွက်ရှာဖွေရေး တဂ်များ) ခြေရာခံခြင်းအပြည့်အစုံပါရှိသော URL များ။"
311	"အတိုလင့်ခ်- dynamic/trackable QR ကုဒ်များအတွက် URL အတိုကောက်ကိရိယာများနှင့်အတူအသုံးပြုရန်။"
312	"GS1 ဒစ်ဂျစ်တယ်လင့်ခ်- GTIN၊ စီးရီး၊ အသုတ်၊ သက်တမ်းကုန်ဆုံးချိန်တို့ဖြင့် ထုတ်ကုန်ခွဲခြားသတ်မှတ်ခြင်း။"
313	"အက်ပ်နက်ရှိုင်းသောလင့်ခ်- စိတ်ကြိုက်ပုံစံများဖြင့် iOS/Android အက်ပ်နက်ရှိုင်းသောလင့်ခ်များ။"
314	"စိတ်ကြိုက်ဖော်မတ်- ဖော်မတ်လုပ်ခြင်း သို့မဟုတ် အတည်ပြုခြင်းမပါဝင်သော ကုန်ကြမ်းဒေတာ။"
315	"Overlay Blend Modes (Professional)"
316	"ပရော်ဖက်ရှင်နယ်အဆင့်တွင် နောက်ထပ် ရောစပ်မုဒ်များ"
317	"ပစ်ဇယ်လိတ်- ပစ်ဇယ်ပုံပေါ်လွင်စေသော အာနိသင်။"
318	"အပြင်အဆင်- မျဉ်းကွေးများကိုသာပြသသည့် အနားထောက်လှမ်းခြင်း အလွှာ။"
319	"လှိုင်း- လှိုင်းတွန့်ပုံပျက်ခြင်း အာနိသင်။"
320	"ဆပ်ပစ်ဇယ် အရွယ်အစား- ရုပ်ပုံအပေါ် အခြေခံ၍ ပြောင်းလဲနိုင်သော ဆပ်ပစ်ဇယ် အရွယ်အစား။"
321	"တကယ့် Dither: အစီအစဉ်တကျ matrix ရွေးချယ်မှုဖြင့် အဆင့်မြင့် dithering။"
322	"အလွန်အမင်း- ရုပ်ပုံမြင်သာမှုအမြင့်ဆုံး၊ စကင်ဖတ်နိုင်မှုကို ထိခိုက်နိုင်သည်။"
323	"ကာကွယ်မှုဆက်တင်များ"
324	"မည်သည့် QR အစိတ်အပိုင်းများကို အပေါ်ယံပြုပြင်မွမ်းမံမှုမှ ကာကွယ်ထားသည်ကို အသေးစိတ်ထိန်းချုပ်မှု-"
325	"အချိန်ကိုက်ခြင်းကို ထိန်းသိမ်းပါ- အချိန်ကိုက်ပုံစံများကို မပြုပြင်ထားပါ။"
326	"ချိန်ညှိမှုကို ထိန်းသိမ်းပါ- ချိန်ညှိမှုပုံစံများကို မပြုပြင်ဘဲထားပါ။"
327	"ဖော်မတ်အချက်အလက်ကို ကာကွယ်ပါ- ဒိုင်းလ်ဖော်မတ်အချက်အလက် မော်ဂျူးများ။"
328	"ဗားရှင်းအချက်အလက်ကို ကာကွယ်ပါ- ဒိုင်းလွှားဗားရှင်းအချက်အလက် မော်ဂျူးများ။"
329	"ECC-Aware မုဒ်"
330	"အမှားပြင်ဆင်နိုင်စွမ်းအပေါ် အခြေခံ၍ အလွှာ၏ ပြင်းထန်မှုကို ဉာဏ်ရည်ထက်မြက်စွာ ဖြန့်ဝေပေးသည်။ စနစ်သည် စကင်ဖတ်နိုင်စွမ်းကို ထိန်းသိမ်းထားစဉ်တွင် မည်သည့်မော်ဂျူးများကို ပြုပြင်နိုင်သည်ကို ခွဲခြမ်းစိတ်ဖြာသည်။"
331	"အန္တရာယ်ဘတ်ဂျက်- အသုံးပြုရန် အမှားပြင်ဆင်နိုင်စွမ်း၏ ရာခိုင်နှုန်း (၀-၁၀၀%)။"
332	"ဘတ်ဂျက်မြင့်မားခြင်း = ပိုမိုမြင်သာသော ထပ်ဆင့်ပြသမှုဖြစ်သော်လည်း ပိုမိုအန္တရာယ်များသော စကင်ဖတ်စစ်ဆေးမှု။"
333	"ဘတ်ဂျက်နည်း = စကင်ဖတ်ခြင်း ပိုလုံခြုံသော်လည်း အပေါ်ယံလွှာကို မြင်သာမှု နည်းပါးသည်။"
334	"ပရော်ဖက်ရှင်နယ် ပုံဖော်ခြင်း ရွေးချယ်စရာများ"
335	"အဆင့်မြင့် rendering controls:"
336	"ကြည်လင်ပြတ်သားသော အနားသတ်များ- ထက်မြက်သော မော်ဂျူးအနားသတ်များအတွက် ပစ်ဇယ်ပုံပုံဖော်ခြင်းကို အသုံးပြုပါ။"
337	"ပစ်ဇယ်စကက်- ကြမ်းပြင်၊ အဝိုင်း သို့မဟုတ် မျက်နှာကြက် ပစ်ဇယ်ချိန်ညှိမှု။"
338	"မော်ဂျူးတစ်ခုလျှင် အရောင်မုဒ်- အစိုင်အခဲ၊ တောက်ပမှုအလိုက်၊ အနေအထားအလိုက်၊ အပေါ်ယံလွှာအလိုက်၊ အစုအဖွဲ့အလိုက်။"
339	"အရောင်ပြား- မော်ဂျူးတစ်ခုစီအတွက် စိတ်ကြိုက်အရောင်ပြားကို သတ်မှတ်ပါ။"
340	"ဆန့်ကျင်ဘက်အကာအရံ- အရောင်များအကြား အနည်းဆုံး ဆန့်ကျင်ဘက်အချိုးကို သေချာစေပါ။"
341	"အနည်းဆုံး ဆန့်ကျင်ဘက်အချိုး- WCAG ပုံစံ ဆန့်ကျင်ဘက်လိုအပ်ချက် (၁:၁ မှ ၂၁:၁)။"
342	"အပိုနယ်နိမိတ်မော်ဂျူးများ- တိတ်ဆိတ်ဇုန်ထက်ကျော်လွန်၍ အပိုနယ်နိမိတ်။"
343	"ပရော်ဖက်ရှင်နယ် အထွက်ရွေးချယ်မှုများ"
344	"လုပ်ငန်းတင်ပို့မှုဆက်တင်များ"
345	"DPI: ပရင့်ထုတ်ရန် ရုပ်ထွက်အရည်အသွေး (၇၂-၆၀၀ DPI) သတ်မှတ်ပါ။ ပရင့်ထုတ်ရန်အတွက် ၃၀၀ DPI ကို အကြံပြုထားသည်။"
346	"တိတ်ဆိတ်ဇုန်ပါဝင်ပါ- အထွက်အတိုင်းအတာများတွင် တိတ်ဆိတ်ဇုန်ကို ပြောင်းပါ။"
347	"နောက်ထပ်အဖြစ် ထုတ်ယူပါ- မူလဖော်မတ်နှင့်အတူ PDF ကို ထုတ်လုပ်ပါ။"
348	"ကာတွန်းဆက်တင်များ (ပရော်ဖက်ရှင်နယ်)"
349	"နောက်ထပ် ပရော်ဖက်ရှင်နယ် ကာတွန်း အင်္ဂါရပ်များ"
350	"Temporal Dither: ပိတ်ထားခြင်း၊ အပြာရောင်ဆူညံသံ သို့မဟုတ် တုန်ခါခြင်း ဘေးကင်းသော frame တစ်ခုလျှင် dithering။"
351	"ပုံစံ- မရှိ၊ ပဲ့တင်ထပ်ခြင်း၊ လှိုင်း၊ စကင်လိုင်း၊ ရှမ်မာ သို့မဟုတ် ရွေ့လျားမှု အကျိုးသက်ရောက်မှုများ။"
352	"အကောင်းဆုံးလုပ်ဆောင်မှုများ"
353	"ယုံကြည်စိတ်ချရသော QR ကုဒ်များအတွက် ဤလမ်းညွှန်ချက်များကို လိုက်နာပါ-"
354	"ပုံနှိပ်ခြင်းမပြုမီ သင့် QR ကုဒ်များကို စကင်နာအက်ပ်များစွာဖြင့် အမြဲတမ်းစမ်းသပ်ပါ။"
355	"ထပ်ဆင့်များထည့်သည့်အခါ အမှားပြင်ဆင်ခြင်း H (မြင့်မားသော) ကိုသုံးပါ။"
356	"တိတ်ဆိတ်သောဇုန် (အနားသတ်) အနည်းဆုံး မော်ဂျူး ၄ ခုကို သိမ်းဆည်းထားပါ။"
357	"ရှေ့မျက်နှာပြင်နှင့် နောက်ခံကြားတွင် မြင့်မားသော ဆန့်ကျင်ဘက်အရောင်ကို သေချာစေပါ။"
358	"ပုံနှိပ်ရန်အတွက် အနည်းဆုံး 300 DPI ကို အသုံးပြုပြီး တကယ့်ပုံနှိပ်အရွယ်အစားတွင် စမ်းသပ်ပါ။"
359	"ထပ်ဆင့်များကိုအသုံးပြုသည့်အခါ Finder Patterns များကို ထိန်းသိမ်းခြင်းကို ဖွင့်ပါ။"
360	"အပေါ်ယံအလွှာ ပြင်းထန်မှု လျှော့ချခြင်းဖြင့် စတင်ပြီး တဖြည်းဖြည်း တိုးမြှင့်ပါ။"
361	"ပြင်ပအသုံးပြုမှုအတွက်၊ မော်ဂျူးအရွယ်အစားကြီးများနှင့် အမှားပြင်ဆင်မှုပိုမိုမြင့်မားခြင်းကို ထည့်သွင်းစဉ်းစားပါ။"
362	"ပြဿနာရှာဖွေဖြေရှင်းခြင်း"
363	"အဖြစ်များသော ပြဿနာများ နှင့် ဖြေရှင်းချက်များ"
364	"QR ကို စကင်ဖတ်၍မရပါ- အပေါ်ယံအရောင် ပြင်းထန်မှုကို လျှော့ချပါ၊ အမှားပြင်ဆင်ချက်ကို တိုးမြှင့်ပါ၊ ဆန့်ကျင်ဘက်အရောင်ကို စစ်ဆေးပါ။"
365	"ကုဒ်ကြီးလွန်းသည်- အကြောင်းအရာအရှည်ကို လျှော့ချပါ၊ URL အတိုချုံ့ကိရိယာကို အသုံးပြုပါ၊ ဗားရှင်းကို နိမ့်အောင်ထားပါ။"
366	"မှုန်ဝါးသော အထွက်- မော်ဂျူးအရွယ်အစားကို တိုးမြှင့်ပါ၊ ချုံ့ထားသော ဖော်မတ်များအစား PNG ကို အသုံးပြုပါ။"
367	"အရောင်များ မှားယွင်းနေပုံရသည်- အရောင် ဆန့်ကျင်ဘက်ကို စစ်ဆေးပါ၊ မီးခိုးရောင် အလွှာပုံစံကို စမ်းကြည့်ပါ။"
368	"GIF သည် အသက်ဝင်ခြင်းမရှိပါ- GIF ဖော်မတ်အထွက်ကို အသုံးပြုထားကြောင်း သေချာစေပြီး ဖရိမ်အရေအတွက်ကို စစ်ဆေးပါ။"
369	"ပုံအလွှာတင်၍မရပါ- အဝေးထိန်းပုံများတွင် CORS ခွင့်ပြုချက်များကို စစ်ဆေးပါ။"
370	"ကီးဘုတ်အတိုကောက်များ"
371	"ANQR သည် စံကီးဘုတ်အတိုကောက်များကို ပံ့ပိုးပေးသည်။ Ctrl/Cmd+S ကို အသုံးပြု၍ (preview ကို အာရုံစိုက်ထားသည့်အခါ) export ကို စတင်ပါ။"
372	"မျှဝေခြင်းနှင့် ထည့်သွင်းခြင်း"
373	"Professional မုဒ်တွင်၊ သင်၏လက်ရှိဆက်တင်များပါသည့် URL ကိုကူးယူရန် Share ခလုတ်ကို နှိပ်ပါ။ လက်ခံသူများသည် သင်၏တိကျသောဖွဲ့စည်းပုံကိုကြည့်ရှုရန် ဤ URL ကိုဖွင့်နိုင်သည်။ မှတ်ချက်- ဒေသတွင်းဖိုင်များမှ ထပ်နေသောပုံများကို URL မှတစ်ဆင့်မျှဝေ၍မရပါ။"
374	"လျှို့ဝှက်ရေးမူဝါဒ"
375	"ANQR မှ စုဆောင်းသော အချက်အလက်၊ ၎င်းကို မည်သို့အသုံးပြုပုံနှင့် သက်ဆိုင်ရာ ကိုယ်ရေးကိုယ်တာဆိုင်ရာ ဥပဒေများအောက်တွင် သင်၏ အခွင့်အရေးများ။"
376	"အကျဉ်းချုပ်"
377	"ANQR သည် client-first approach ပါရှိသော QR code generator တစ်ခုဖြစ်သည်။ ကျွန်ုပ်တို့သည် သင့်အား အကောင့်တစ်ခု ဖန်တီးရန် မလိုအပ်ပါ။ default အားဖြင့် QR code များကို သင့် browser တွင် ဒေသတွင်းတွင် ထုတ်လုပ်ပေးသည် — သင် encode လုပ်ထားသော အကြောင်းအရာကို ကျွန်ုပ်တို့ ဝင်ရောက်ကြည့်ရှုခွင့် မရှိပါ။"
378	"ကျွန်ုပ်တို့သည် ကြော်ငြာအတွက် Google AdSense ကို အသုံးပြုပြီး ခွဲခြမ်းစိတ်ဖြာမှုဝန်ဆောင်မှုများကို အသုံးပြုနိုင်ပါသည်။ ဤဝန်ဆောင်မှုများသည် ကွတ်ကီးများနှင့် အလားတူနည်းပညာများမှတစ်ဆင့် အချက်အလက်များကို စုဆောင်းပါသည်။ ဤမူဝါဒသည် မည်သည့်ဒေတာကို စုဆောင်းသည်၊ ၎င်းကို မည်သို့အသုံးပြုသည်နှင့် သင့်အခွင့်အရေးများကို ရှင်းပြပါသည်။"
379	"ကျွန်ုပ်တို့စုဆောင်းသော သတင်းအချက်အလက်"
380	"သင်ပေးသော အချက်အလက်- အီးမေးလ် သို့မဟုတ် ကျွန်ုပ်တို့၏ ဆက်သွယ်ရန်ပုံစံမှတစ်ဆင့် ကျွန်ုပ်တို့ထံ ဆက်သွယ်ပါက၊ ကျွန်ုပ်တို့သည် သင့်အမည်၊ အီးမေးလ်လိပ်စာနှင့် မက်ဆေ့ချ်အကြောင်းအရာများကို စုဆောင်းပါသည်။"
381	"အလိုအလျောက်စုဆောင်းထားသော အချက်အလက်များ- ကျွန်ုပ်တို့၏ hosting provider (Netlify)၊ ကြော်ငြာလုပ်ဖော်ကိုင်ဖက်များနှင့် analytics ဝန်ဆောင်မှုများသည် IP address၊ browser အမျိုးအစားနှင့် version၊ operating system၊ device အမျိုးအစား၊ referring URL၊ ဝင်ရောက်ကြည့်ရှုသော စာမျက်နှာများ၊ site ပေါ်ရှိအချိန်နှင့် ခန့်မှန်းခြေ ပထဝီဝင်တည်နေရာများကို စုဆောင်းနိုင်ပါသည်။"
382	"ပြင်ပကွတ်ကီးများ- ကျွန်ုပ်တို့၏ ကြော်ငြာလုပ်ဖော်ကိုင်ဖက်များ (Google AdSense) သည် ကြော်ငြာများကို ဝန်ဆောင်မှုပေးရန်နှင့် တိုင်းတာရန်အတွက် ကွတ်ကီးများနှင့် အလားတူနည်းပညာများကို အသုံးပြုပါသည်။ ANQR ကိုယ်တိုင်က မည်သည့်ပထမပါတီကွတ်ကီးကိုမျှ မသတ်မှတ်ပါ။"
383	"ကွတ်ကီးများနှင့် ပြင်ပကုမ္ပဏီများ၏ နည်းပညာများ"
384	"ANQR သည် မည်သည့် first-party cookies များကိုမျှ မသတ်မှတ်ပါ။ သင်၏ ဦးစားပေးမှုများ (ဥပမာ dark mode) ကို သင်၏ device ပေါ်တွင် သိမ်းဆည်းထားပြီး မည်သည့် server သို့မျှ မပို့ပါ။"
385	"သို့သော်၊ ကျွန်ုပ်တို့၏ ကြော်ငြာလုပ်ဖော်ကိုင်ဖက်များ (Google AdSense) နှင့် hosting provider သည် cookies နှင့် အလားတူ tracking နည်းပညာများကို အသုံးပြုနိုင်သည်-"
386	"ကြော်ငြာကွတ်ကီးများ (ပြင်ပအဖွဲ့အစည်း): Google AdSense နှင့် ကြော်ငြာမိတ်ဖက်များမှ သက်ဆိုင်ရာကြော်ငြာများကို ပြသရန်၊ ကြော်ငြာစွမ်းဆောင်ရည်ကို တိုင်းတာရန်နှင့် အသုံးပြုသူစိတ်ဝင်စားမှုများကို နားလည်ရန် သတ်မှတ်ထားသည်။ ဤကွတ်ကီးများသည် မတူညီသောဝဘ်ဆိုက်များတစ်လျှောက် သင့်လုပ်ဆောင်ချက်ကို ခြေရာခံနိုင်သည်။"
387	"ခွဲခြမ်းစိတ်ဖြာမှု ကွတ်ကီးများ (ပြင်ပအဖွဲ့အစည်း): ကျွန်ုပ်တို့၏ hosting provider သို့မဟုတ် analytics ဝန်ဆောင်မှုများမှ အမည်မဖော်လိုသော အသုံးပြုမှုဒေတာများကို စုဆောင်းရန် အသုံးပြုနိုင်ပါသည်။"
388	"Google AdSense နှင့် ကြော်ငြာများ"
389	"ကျွန်ုပ်တို့သည် Google AdSense မှတစ်ဆင့် ကြော်ငြာများကို ပြသပါသည်။ Google နှင့် ၎င်း၏လုပ်ဖော်ကိုင်ဖက်များသည် ဤဆိုက်နှင့် အခြားဝဘ်ဆိုက်များရှိ သင်၏ကြည့်ရှုမှုမှတ်တမ်းအပေါ် အခြေခံ၍ ကြော်ငြာများကို ပြသရန် ကွတ်ကီးများကို အသုံးပြုသည် (စိတ်ဝင်စားမှုအခြေခံ ကြော်ငြာများ)။"
390	"Google က သင့်အချက်အလက်တွေကို ဘယ်လိုအသုံးပြုလဲဆိုတာ လေ့လာပါ- https://policies.google.com/technologies/partner-sites"
391	"ကြော်ငြာ စိတ်ကြိုက်ပြင်ဆင်ခြင်းကို စီမံခန့်ခွဲပါ- https://adssettings.google.com"
392	"Network Advertising Initiative မှတစ်ဆင့် ထွက်ရန် ရွေးချယ်ပါ- https://optout.networkadvertising.org"
393	"ဒစ်ဂျစ်တယ်ကြော်ငြာမဟာမိတ်အဖွဲ့မှတစ်ဆင့် ထွက်ရန်ရွေးချယ်ပါ- https://optout.aboutads.info"
394	"ကျွန်ုပ်တို့ အချက်အလက်များကို မည်သို့အသုံးပြုသည်"
395	"သင့်မေးမြန်းချက်များကို ဖြေကြားရန်နှင့် ပံ့ပိုးမှုပေးရန်။"
396	"ကျွန်ုပ်တို့၏ ကြော်ငြာမိတ်ဖက်များမှတစ်ဆင့် သက်ဆိုင်ရာကြော်ငြာများကို ပြသရန်။"
397	"ဆိုက်အသုံးပြုမှုကို ခွဲခြမ်းစိတ်ဖြာပြီး ကျွန်ုပ်တို့၏ဝန်ဆောင်မှုများကို တိုးတက်ကောင်းမွန်စေရန်။"
398	"လိမ်လည်မှု၊ အလွဲသုံးစားမှုနှင့် လုံခြုံရေးဆိုင်ရာ ပြဿနာများကို ထောက်လှမ်းရန်၊ ကာကွယ်ရန်နှင့် ကိုင်တွယ်ဖြေရှင်းရန်။"
399	"ဥပဒေရေးရာ တာဝန်ဝတ္တရားများကို လိုက်နာရန်"
400	"ပြင်ပဝန်ဆောင်မှုများ"
401	"Google AdSense: ကြော်ငြာများကို ဝန်ဆောင်မှုပေးရန်နှင့် တိုင်းတာရန်အတွက် ဒေတာများကို လက်ခံရယူသည်။"
402	"ခွဲခြမ်းစိတ်ဖြာမှု ဝန်ဆောင်မှုပေးသူများ- အမည်မဖော်လိုသော အသုံးပြုမှုဒေတာကို ရယူပါ။"
403	"Netlify (hosting): တောင်းဆိုမှုများကို လုပ်ဆောင်ပြီး IP လိပ်စာများကို မှတ်တမ်းတင်နိုင်သည်။"
404	"ကျွန်ုပ်တို့သည် သင့်ကိုယ်ရေးကိုယ်တာအချက်အလက်များကို မရောင်းပါ။ သို့သော်၊ ကြော်ငြာလုပ်ဖော်ကိုင်ဖက်များနှင့် ဒေတာမျှဝေခြင်းကို CCPA အရ ရောင်းချမှု အဖြစ် သတ်မှတ်နိုင်သည် (အောက်တွင်ကြည့်ပါ)။"
405	"ဒေတာထိန်းသိမ်းခြင်း"
406	"ဆက်သွယ်ရန် တင်သွင်းချက်များ- ၂ နှစ်အထိ။"
407	"ဆာဗာမှတ်တမ်းများ- ရက်ပေါင်း ၃၀ အထိ (hosting provider)။"
408	"ခွဲခြမ်းစိတ်ဖြာမှုဒေတာ- ၂၆ လအထိ (အမည်မဖော်လို)။"
409	"ကြော်ငြာကွတ်ကီးများ- ပုံမှန်အားဖြင့် ၁၃ လ (လုပ်ဖော်ကိုင်ဖက်အလိုက် ကွဲပြားသည်)။"
410	"GDPR (EEA အသုံးပြုသူများ) အရ သင့်အခွင့်အရေးများ"
411	"သင်သည် ဥရောပစီးပွားရေးဇုန်တွင် ရှိနေပါက အထွေထွေဒေတာကာကွယ်ရေးစည်းမျဉ်းအရ အောက်ပါအခွင့်အရေးများရှိသည်-"
412	"ဝင်ရောက်ခွင့်- ကျွန်ုပ်တို့တွင်ရှိသော သင့်အကြောင်း ကိုယ်ရေးကိုယ်တာအချက်အလက်များ၏ မိတ္တူကို တောင်းဆိုပါ။"
413	"ပြင်ဆင်ခွင့်- မမှန်ကန်သောဒေတာကို ပြင်ဆင်ရန် တောင်းဆိုခြင်း။"
414	"ဖျက်ပစ်ပိုင်ခွင့်- သင့်ဒေတာကို ဖျက်ပစ်ရန် တောင်းဆိုခြင်း (မေ့ပျောက်ပိုင်ခွင့်)။"
415	"လုပ်ဆောင်မှုကို ကန့်သတ်ပိုင်ခွင့်- သင့်ဒေတာကို ကျွန်ုပ်တို့ မည်သို့အသုံးပြုသည်ကို ကန့်သတ်ချက်များ တောင်းဆိုပါ။"
416	"ဒေတာ ရွှေ့ပြောင်းနိုင်မှု အခွင့်အရေး- သင့်ဒေတာကို သယ်ဆောင်ရလွယ်ကူသော ဖော်မတ်ဖြင့် တောင်းဆိုပါ။"
