1	"ANQR-നെക്കുറിച്ച്"
225	"മങ്ങിയ ശക്തി"
226	"എത്ര ഡൈതറിംഗ് പ്രയോഗിക്കണമെന്ന് നിയന്ത്രിക്കുന്നു (0-100%). താഴ്ന്ന മൂല്യങ്ങൾ യഥാർത്ഥ പാറ്റേണിന്റെ കൂടുതൽ ഭാഗങ്ങൾ സംരക്ഷിക്കുന്നു, ഉയർന്ന മൂല്യങ്ങൾ കൂടുതൽ ഇമേജ് വിശദാംശങ്ങൾ കാണിക്കുന്നു."
227	"സബ്പിക്സൽ ക്രമീകരണങ്ങൾ"
228	"സബ്പിക്സൽ ബ്ലെൻഡ് മോഡ് ഉപയോഗിക്കുമ്പോൾ:"
229	"ഗ്രിഡ് വലുപ്പം: ഓരോ മൊഡ്യൂളിനും 2×2, 3×3, അല്ലെങ്കിൽ 4×4 സബ്പിക്സലുകൾ. ഉയർന്നത് = കൂടുതൽ വിശദാംശങ്ങൾ."
230	"സെന്റർ റൂൾ: മൊഡ്യൂളുമായി പൊരുത്തപ്പെടുന്നതിന് സെന്റർ സബ്പിക്സൽ കർശനമായി ആവശ്യപ്പെടുന്നു. ഹാൽഫ്റ്റോൺ സെന്റർ വ്യതിയാനം അനുവദിക്കുന്നു."
231	"നിഷ്പക്ഷ നിറം: നിർണ്ണയിക്കാത്ത ഉപപിക്സലുകൾക്ക് ഉപയോഗിക്കുന്ന നിറം."
232	"ഫൈൻഡർ ഓവർറൈഡ്: ഫൈൻഡർ പാറ്റേണുകൾ എങ്ങനെയാണ് റെൻഡർ ചെയ്യുന്നത് (സോളിഡ് അല്ലെങ്കിൽ സ്റ്റൈലൈസ്ഡ്)."
233	"ഹാഫ്‌ടോൺ ക്രമീകരണങ്ങൾ"
234	"ഹാൽഫ്റ്റോൺ ബ്ലെൻഡ് മോഡ് ഉപയോഗിക്കുമ്പോൾ:"
235	"സെൽ വലുപ്പം: ഓരോ മൊഡ്യൂളിനും അല്ലെങ്കിൽ N×N ഗ്രിഡിനും."
236	"ബിന്ദു ആകൃതി: വൃത്തം, ചതുരം അല്ലെങ്കിൽ രേഖ."
237	"തെളിച്ച വക്രം: രേഖീയം, എസ്-കർവ്, അല്ലെങ്കിൽ ഗാമ."
238	"ഡ്യുവോട്ടോൺ നിറങ്ങൾ"
239	"ഡ്യുവറ്റോൺ ബ്ലെൻഡ് മോഡ് ഉപയോഗിക്കുമ്പോൾ, ഷാഡോ കളർ (ഇരുണ്ട ഭാഗങ്ങൾ) ഹൈലൈറ്റ് കളർ (തെളിച്ചമുള്ള ഭാഗങ്ങൾ) എന്നിവ സജ്ജമാക്കുക."
240	"GIF ആനിമേഷൻ ക്രമീകരണങ്ങൾ"
241	"ആനിമേറ്റുചെയ്‌ത GIF ഓവർലേകൾ ഉപയോഗിക്കുമ്പോൾ:"
242	"ഫ്രെയിം കാലതാമസം ഉപയോഗിക്കുക: യഥാർത്ഥ GIF സമയക്രമത്തെ ബഹുമാനിക്കുക."
243	"പരമാവധി FPS: ഫ്രെയിം റേറ്റ് പരിമിതപ്പെടുത്തുക (1-60 fps)."
244	"നിർമാർജനം കൈകാര്യം ചെയ്യൽ: ഫ്രെയിം നിർമാർജന രീതികളെ ബഹുമാനിക്കുക അല്ലെങ്കിൽ ലളിതമാക്കുക."
245	"നൂതന റെൻഡറിംഗ് ഓപ്ഷനുകൾ"
246	"അധിക റെൻഡറിംഗ് നിയന്ത്രണങ്ങൾ:"
247	"ഗ്യാപ് മോഡ്: ഒന്നുമില്ല, ഇൻസെറ്റ്, സ്ട്രോക്ക്, അല്ലെങ്കിൽ നെഗറ്റീവ് സ്പേസ് ഗ്യാപ് സ്റ്റൈലിംഗ്."
248	"കോണ്‍ റേഡിയസ്: മൊഡ്യൂളുകള്‍ക്കുള്ള വൃത്താകൃതിയിലുള്ള കോണുകളുടെ ശതമാനം."
249	"ഗ്രേഡിയന്റ്: മൊഡ്യൂളുകളിൽ ഒന്നുമില്ല, രേഖീയം, റേഡിയൽ അല്ലെങ്കിൽ കോണിക് ഗ്രേഡിയന്റ്."
250	"കണ്ണിന്റെ പുറംഭാഗം/ഉള്ളിലെ ശൈലി: ഫൈൻഡർ പാറ്റേൺ വളയങ്ങൾക്കുള്ള സ്വതന്ത്ര സ്റ്റൈലിംഗ്."
251	"ഡോട്ട് റൊട്ടേഷൻ: ഡയമണ്ട്/ഡോട്ട് മൊഡ്യൂളുകൾ തിരിക്കുക."
252	"ഐ സ്കെയിൽ: ഫൈൻഡർ പാറ്റേണുകൾക്കായുള്ള വലുപ്പ ക്രമീകരണം."
253	"ഫ്രെയിം ശൈലി: അലങ്കാര ഫ്രെയിമുകൾ ചേർക്കുക (വൃത്താകൃതിയിലുള്ള ഫ്രെയിം, സ്റ്റിക്കർ, ടാഗ്)."
254	"ഫ്രെയിം ടെക്സ്റ്റ്: ഫ്രെയിമുകളിലേക്ക് എന്നെ സ്കാൻ ചെയ്യുക! പോലുള്ള ടെക്സ്റ്റ് ചേർക്കുക."
255	"നൂതന QR എൻകോഡിംഗ്"
256	"ഫൈൻ-ട്യൂൺ QR എൻകോഡിംഗ്:"
257	"എൻകോഡിംഗ് മോഡ്: ഓട്ടോ, ന്യൂമെറിക്, ആൽഫാന്യൂമെറിക്, ബൈറ്റ്/യുടിഎഫ്-8, അല്ലെങ്കിൽ കാഞ്ചി."
258	"മിനിമം നിശബ്ദ മേഖല നടപ്പിലാക്കുക: കുറഞ്ഞത് 4 മൊഡ്യൂൾ മാർജിൻ ഉറപ്പാക്കുക."
259	"നൂതന ഔട്ട്‌പുട്ട് ഓപ്ഷനുകൾ"
260	"അധിക കയറ്റുമതി ക്രമീകരണങ്ങൾ:"
261	"ഫയൽ നാമം: ഡൗൺലോഡുകൾക്കുള്ള ഇഷ്ടാനുസൃത ഫയൽ നാമം."
262	"GIF പാലറ്റ് വലുപ്പം: GIF ഔട്ട്‌പുട്ടിൽ 2-256 നിറങ്ങൾ."
263	"GIF ക്വാണ്ടൈസർ: മീഡിയൻ കട്ട്, ന്യൂക്വന്റ്, അല്ലെങ്കിൽ ഒക്ട്രീ കളർ റിഡക്ഷൻ."
264	"GIF ഡിതറിംഗ്: ഓഫ്, ഫ്ലോയ്ഡ്-സ്റ്റെയിൻബർഗ്, അല്ലെങ്കിൽ ഓർഡർഡ്."
265	"GIF സുതാര്യമായ നിറം: ഒരു നിറം സുതാര്യമാക്കുക."
266	"എസ്‌വിജി ട്രൂ വെക്റ്റർ: എംബഡഡ് റാസ്റ്ററിന് പകരം പാത്തുകൾ ഉപയോഗിക്കുക."
267	"എസ്‌വിജി ഷേപ്പ് പ്രിസിഷൻ: പിക്സൽ അല്ലെങ്കിൽ പ്രിസൈസ് പാത്ത് റെൻഡറിംഗ്."
268	"എസ്‌വിജി എംബഡ് റാസ്റ്റർ ഓവർലേ: എംബഡഡ് ഇമേജായി ഓവർലേ ഉൾപ്പെടുത്തുക."
269	"പശ്ചാത്തല ഓവർറൈഡ്: ഔട്ട്‌പുട്ടിൽ ഒരു പ്രത്യേക പശ്ചാത്തല നിറം നിർബന്ധിക്കുക."
270	"മൂല്യനിർണ്ണയ ഓപ്ഷനുകൾ"
271	"ഇൻപുട്ട് പ്രോസസ്സിംഗ് ക്രമീകരണങ്ങൾ:"
272	"ഇൻപുട്ട് സാധൂകരിക്കുക: എൻകോഡ് ചെയ്യുന്നതിന് മുമ്പ് ഉള്ളടക്ക ഫോർമാറ്റ് പരിശോധിക്കുക."
273	"വൈറ്റ്‌സ്‌പെയ്‌സ് ട്രിം ചെയ്യുക: മുന്നിലുള്ള/പിന്തിരിയുന്ന സ്‌പെയ്‌സുകൾ നീക്കം ചെയ്യുക."
274	"ന്യൂലൈനുകൾ സാധാരണമാക്കുക: എല്ലാ വരി അവസാനങ്ങളും LF-ലേക്ക് പരിവർത്തനം ചെയ്യുക."
275	"പരമാവധി നീള ഗാർഡ്: ഉള്ളടക്കം QR ശേഷി കവിയുന്നുവെങ്കിൽ മുന്നറിയിപ്പ് നൽകുക."
276	"പ്രൊഫഷണൽ സവിശേഷതകൾ"
277	"പ്രൊഫഷണൽ ലെവൽ വാട്ടർമാർക്കുകൾ, മെറ്റാഡാറ്റ, പങ്കിടൽ ഓപ്ഷനുകൾ, സുരക്ഷാ വിശകലനം, പേയ്‌മെന്റ് ക്യുആർ കോഡുകൾ, എന്റർപ്രൈസ് സവിശേഷതകൾ എന്നിവ ചേർക്കുന്നു."
278	"വാട്ടർമാർക്ക്"
279	"നിങ്ങളുടെ QR കോഡുകളിൽ വാട്ടർമാർക്കുകൾ ചേർക്കുക:"
280	"തരം: വാചകം, ചിത്രം അല്ലെങ്കിൽ പാറ്റേൺ വാട്ടർമാർക്ക്."
281	"സ്ഥാനം: മധ്യഭാഗം, മൂലകൾ, അരികുകൾ, പിന്നിൽ, അല്ലെങ്കിൽ നിശബ്ദ മേഖല."
282	"അതാര്യത: വാട്ടർമാർക്ക് സുതാര്യത (0-100%)."
283	"ബ്ലെൻഡ് മോഡ്: നോർമൽ, ഗുണനം, സ്ക്രീൻ അല്ലെങ്കിൽ ഓവർലേ ബ്ലെൻഡിംഗ്."
284	"മെറ്റാഡാറ്റ"
285	"എക്സ്പോർട്ട് ചെയ്ത ഫയലുകളിൽ മെറ്റാഡാറ്റ ഉൾച്ചേർക്കുക:"
286	"ശീർഷകം, രചയിതാവ്, പകർപ്പവകാശം, ലൈസൻസ്, വിവരണ ഫീൽഡുകൾ."
287	"സൃഷ്ടി സമയം: ജനറേഷൻ ടൈംസ്റ്റാമ്പ് ഉൾച്ചേർക്കുക."
288	"ഇഷ്‌ടാനുസൃത കീ-മൂല്യം: അനിയന്ത്രിതമായ മെറ്റാഡാറ്റ ജോഡികൾ ചേർക്കുക."
289	"പങ്കിടൽ"
290	"നിങ്ങളുടെ QR കോഡ് കോൺഫിഗറേഷനുകൾ പങ്കിടുക:"
291	"ഡയറക്ട് ലിങ്ക്: നിങ്ങളുടെ നിലവിലെ ക്രമീകരണങ്ങൾ ഉപയോഗിച്ച് പങ്കിടാവുന്ന ഒരു URL സൃഷ്ടിക്കുക."
292	"HTML എംബഡ് ചെയ്യുക: വെബ്‌സൈറ്റുകൾക്കായി എംബഡ് കോഡ് നേടുക."
293	"എൻകോഡ് പാരാമീറ്ററുകൾ: പങ്കിടൽ URL-ൽ എല്ലാ ക്രമീകരണങ്ങളും ഉൾപ്പെടുത്തുക."
294	"കുറിപ്പ്: ലോക്കൽ ഫയലുകളിൽ നിന്നുള്ള ഓവർലേ ചിത്രങ്ങൾ URL വഴി പങ്കിടാൻ കഴിയില്ല."
295	"സുരക്ഷാ വിശകലനം"
296	"ക്യുആർ കോഡുകൾ സ്കാൻ ചെയ്യാൻ കഴിയുന്നുണ്ടെന്ന് ഉറപ്പാക്കുക:"
297	"സുരക്ഷാ മോഡ്: ഓഫ്, ബാലൻസ്ഡ്, അല്ലെങ്കിൽ കർശനമായ സ്കാനിംഗ് ആവശ്യകതകൾ."
298	"കുറഞ്ഞ മൊഡ്യൂൾ വലുപ്പം: ഓരോ മൊഡ്യൂളിനും ഏറ്റവും കുറഞ്ഞ പിക്സൽ വലുപ്പം."
299	"മിനിമം നിശബ്ദ മേഖല: ഏറ്റവും കുറഞ്ഞ മാർജിൻ മൊഡ്യൂളുകൾ."
300	"ലോക്ക് ഫൈൻഡറുകൾ/സമയം/ക്രമീകരണം/ഫോർമാറ്റ്/പതിപ്പ്: നിർദ്ദിഷ്ട ഘടകങ്ങൾ സംരക്ഷിക്കുക."
301	"ECC യുടെ പരമാവധി ഓവർലേ തീവ്രത: പിശക് തിരുത്തൽ നിലയെ അടിസ്ഥാനമാക്കിയുള്ള യാന്ത്രിക തീവ്രത പരിധികൾ."
302	"ഉള്ളടക്ക തരങ്ങൾ (പ്രൊഫഷണൽ)"
303	"പ്രൊഫഷണൽ ലെവൽ പേയ്‌മെന്റും എന്റർപ്രൈസ് ഉള്ളടക്ക തരങ്ങളും ചേർക്കുന്നു:"
304	"EPC/SEPA (EU): IBAN, BIC, തുക, റഫറൻസ് എന്നിവയുള്ള യൂറോപ്യൻ ബാങ്ക് ട്രാൻസ്ഫർ QR കോഡുകൾ."
305	"UPI (ഇന്ത്യ): VPA, പണം സ്വീകരിക്കുന്നയാളുടെ പേര്, തുക എന്നിവയുള്ള ഏകീകൃത പേയ്‌മെന്റ് ഇന്റർഫേസ്."
306	"പേനൗ (സിംഗപ്പൂർ): UEN അല്ലെങ്കിൽ മൊബൈൽ നമ്പർ ഉപയോഗിച്ച് സിംഗപ്പൂർ അതിവേഗ പേയ്‌മെന്റ്."
307	"പ്രോംപ്റ്റ്പേ (തായ്‌ലൻഡ്): തായ് ദേശീയ പേയ്‌മെന്റ് സംവിധാനം."
308	"PIX (ബ്രസീൽ): PIX കീ ഉപയോഗിച്ചുള്ള ബ്രസീലിയൻ തൽക്ഷണ പേയ്‌മെന്റ്."
309	"ക്രിപ്‌റ്റോ: ഓപ്‌ഷണൽ തുകയുള്ള ബിറ്റ്‌കോയിൻ, എതെറിയം, ലിറ്റ്‌കോയിൻ പേയ്‌മെന്റ് വിലാസങ്ങൾ."
310	"മാർക്കറ്റിംഗ് കാമ്പെയ്‌ൻ ലിങ്ക്: പൂർണ്ണ യുടിഎം പാരാമീറ്റർ (മാർക്കറ്റിംഗ് ടാഗുകൾ) ട്രാക്കിംഗ് ഉള്ള URL-കൾ."
311	"ഷോർട്ട് ലിങ്ക്: ഡൈനാമിക്/ട്രാക്ക് ചെയ്യാവുന്ന QR കോഡുകൾക്കായി URL ഷോർട്ട്‌നറുകൾക്കൊപ്പം ഉപയോഗിക്കുന്നതിന്."
312	"GS1 ഡിജിറ്റൽ ലിങ്ക്: GTIN, സീരിയൽ, ബാച്ച്, കാലഹരണപ്പെടൽ എന്നിവ ഉപയോഗിച്ച് ഉൽപ്പന്ന തിരിച്ചറിയൽ."
313	"ആപ്പ് ഡീപ്പ് ലിങ്ക്: ഇഷ്ടാനുസൃത സ്കീമുകളുള്ള iOS/Android ആപ്പ് ഡീപ്പ് ലിങ്കുകൾ."
314	"ഇഷ്‌ടാനുസൃത ഫോർമാറ്റ്: ഫോർമാറ്റിംഗോ സാധൂകരണമോ ഇല്ലാത്ത റോ ഡാറ്റ."
315	"ഓവർലേ ബ്ലെൻഡ് മോഡുകൾ (പ്രൊഫഷണൽ)"
316	"പ്രൊഫഷണൽ തലത്തിലുള്ള അധിക ബ്ലെൻഡ് മോഡുകൾ:"
317	"പിക്സലേറ്റ്: പിക്സലേറ്റഡ് ഓവർലേ ഇഫക്റ്റ്."
318	"ഔട്ട്‌ലൈൻ: കോണ്ടൂർ മാത്രം കാണിക്കുന്ന എഡ്ജ് ഡിറ്റക്ഷൻ ഓവർലേ."
319	"തരംഗം: തരംഗ വികല പ്രഭാവം."
320	"സബ്പിക്സൽ വലുപ്പം: ചിത്രത്തെ അടിസ്ഥാനമാക്കി വേരിയബിൾ സബ്പിക്സൽ വലുപ്പം."
321	"ട്രൂ ഡൈതർ: ഓർഡർ ചെയ്ത മാട്രിക്സ് സെലക്ഷനോടുകൂടിയ അഡ്വാൻസ്ഡ് ഡൈതറിംഗ്."
322	"എക്‌സ്ട്രീം: പരമാവധി ഇമേജ് ദൃശ്യപരത, സ്കാൻ ചെയ്യാനുള്ള കഴിവിനെ ബാധിച്ചേക്കാം."
323	"സംരക്ഷണ ക്രമീകരണങ്ങൾ"
324	"ഓവർലേ മോഡിഫിക്കേഷനിൽ നിന്ന് QR ഘടകങ്ങൾ സംരക്ഷിക്കപ്പെടുന്നതിന് മുകളിലുള്ള സൂക്ഷ്മ നിയന്ത്രണം:"
325	"സമയക്രമം സംരക്ഷിക്കുക: സമയക്രമങ്ങൾ മാറ്റാതെ സൂക്ഷിക്കുക."
326	"അലൈൻമെന്റ് സംരക്ഷിക്കുക: അലൈൻമെന്റ് പാറ്റേണുകൾ പരിഷ്കരിക്കാതെ സൂക്ഷിക്കുക."
327	"ഫോർമാറ്റ് വിവരങ്ങൾ സംരക്ഷിക്കുക: ഷീൽഡ് ഫോർമാറ്റ് വിവര മൊഡ്യൂളുകൾ."
328	"പതിപ്പ് വിവരങ്ങൾ സംരക്ഷിക്കുക: ഷീൽഡ് പതിപ്പ് വിവര മൊഡ്യൂളുകൾ."
329	"ഇസിസി-അവെയർ മോഡ്"
330	"പിശക് തിരുത്തൽ ശേഷിയെ അടിസ്ഥാനമാക്കി ഓവർലേ തീവ്രത ബുദ്ധിപരമായി വിതരണം ചെയ്യുന്നു. സ്കാൻ ചെയ്യാനുള്ള കഴിവ് നിലനിർത്തിക്കൊണ്ട് ഏതൊക്കെ മൊഡ്യൂളുകളാണ് പരിഷ്കരിക്കാൻ കഴിയുക എന്ന് സിസ്റ്റം വിശകലനം ചെയ്യുന്നു."
331	"റിസ്ക് ബജറ്റ്: ഉപയോഗിക്കാനുള്ള പിശക് തിരുത്തൽ ശേഷിയുടെ ശതമാനം (0-100%)."
332	"ഉയർന്ന ബജറ്റ് = കൂടുതൽ ദൃശ്യമായ ഓവർലേ എന്നാൽ അപകടസാധ്യത കൂടിയ സ്കാനബിലിറ്റി."
333	"കുറഞ്ഞ ബജറ്റ് = സുരക്ഷിതമായ സ്കാനിംഗ് എന്നാൽ ദൃശ്യമല്ലാത്ത ഓവർലേ."
334	"പ്രൊഫഷണൽ റെൻഡറിംഗ് ഓപ്ഷനുകൾ"
335	"വിപുലമായ റെൻഡറിംഗ് നിയന്ത്രണങ്ങൾ:"
336	"ക്രിസ്പ് എഡ്ജുകൾ: മൂർച്ചയുള്ള മൊഡ്യൂൾ അരികുകൾക്കായി പിക്സലേറ്റഡ് ഇമേജ് റെൻഡറിംഗ് ഉപയോഗിക്കുക."
337	"പിക്സൽ സ്നാപ്പ്: ഫ്ലോർ, റൗണ്ട്, അല്ലെങ്കിൽ സീൽ പിക്സൽ അലൈൻമെന്റ്."
338	"ഓരോ മൊഡ്യൂളിനും വർണ്ണ മോഡ്: സോളിഡ്, തെളിച്ചം അനുസരിച്ച്, സ്ഥാനം അനുസരിച്ച്, ഓവർലേ അനുസരിച്ച്, ക്ലസ്റ്റർ അനുസരിച്ച്."
339	"കളർ പാലറ്റ്: ഓരോ മൊഡ്യൂളിനും കളറിംഗിനായി ഇഷ്ടാനുസൃത വർണ്ണ പാലറ്റ് നിർവചിക്കുക."
340	"കോൺട്രാസ്റ്റ് ഗാർഡ്: നിറങ്ങൾക്കിടയിൽ ഏറ്റവും കുറഞ്ഞ കോൺട്രാസ്റ്റ് അനുപാതം ഉറപ്പാക്കുക."
341	"മിനിറ്റ് കോൺട്രാസ്റ്റ് അനുപാതം: WCAG-സ്റ്റൈൽ കോൺട്രാസ്റ്റ് ആവശ്യകത (1:1 മുതൽ 21:1 വരെ)."
342	"അധിക ബോർഡർ മൊഡ്യൂളുകൾ: ശാന്ത മേഖലയ്ക്ക് അപ്പുറത്തുള്ള അധിക ബോർഡർ."
343	"പ്രൊഫഷണൽ ഔട്ട്പുട്ട് ഓപ്ഷനുകൾ"
344	"എന്റർപ്രൈസ് എക്‌സ്‌പോർട്ട് ക്രമീകരണങ്ങൾ:"
345	"DPI: പ്രിന്റ് റെസല്യൂഷൻ സജ്ജമാക്കുക (72-600 DPI). പ്രിന്റിനായി 300 DPI ശുപാർശ ചെയ്യുന്നു."
346	"നിശബ്ദ മേഖല ഉൾപ്പെടുത്തുക: ഔട്ട്‌പുട്ട് അളവുകളിൽ നിശബ്‌ദ മേഖല ടോഗിൾ ചെയ്യുക."
347	"അധികമായി കയറ്റുമതി ചെയ്യുക: പ്രാഥമിക ഫോർമാറ്റിനൊപ്പം PDF സൃഷ്ടിക്കുക."
348	"ആനിമേഷൻ ക്രമീകരണങ്ങൾ (പ്രൊഫഷണൽ)"
349	"കൂടുതൽ പ്രൊഫഷണൽ ആനിമേഷൻ സവിശേഷതകൾ:"
350	"ടെമ്പറൽ ഡിതർ: ഓഫ്, ബ്ലൂ നോയ്‌സ്, അല്ലെങ്കിൽ ഫ്ലിക്കർ സേഫ് പെർ-ഫ്രെയിം ഡൈതറിംഗ്."
351	"പാറ്റേൺ: ഒന്നുമില്ല, പൾസ്, വേവ്, സ്കാൻലൈൻ, ഷിമ്മർ അല്ലെങ്കിൽ ഡ്രിഫ്റ്റ് ഇഫക്റ്റുകൾ."
352	"മികച്ച രീതികൾ"
353	"വിശ്വസനീയമായ QR കോഡുകൾക്കായി ഈ മാർഗ്ഗനിർദ്ദേശങ്ങൾ പാലിക്കുക:"
354	"പ്രിന്റ് ചെയ്യുന്നതിന് മുമ്പ് ഒന്നിലധികം സ്കാനർ ആപ്പുകൾ ഉപയോഗിച്ച് നിങ്ങളുടെ QR കോഡുകൾ എപ്പോഴും പരീക്ഷിക്കുക."
355	"ഓവർലേകൾ ചേർക്കുമ്പോൾ പിശക് തിരുത്തൽ H (ഉയർന്ന) ഉപയോഗിക്കുക."
356	"കുറഞ്ഞത് 4 നിശബ്ദ മേഖല (മാർജിൻ) മൊഡ്യൂളുകളെങ്കിലും നിലനിർത്തുക."
357	"മുൻവശത്തും പശ്ചാത്തലത്തിലും ഉയർന്ന വ്യത്യാസം ഉറപ്പാക്കുക."
358	"പ്രിന്റിന്, കുറഞ്ഞത് 300 DPI എങ്കിലും ഉപയോഗിക്കുക, യഥാർത്ഥ പ്രിന്റ് വലുപ്പത്തിൽ പരിശോധിക്കുക."
359	"ഓവർലേകൾ ഉപയോഗിക്കുമ്പോൾ പ്രിസർവ് ഫൈൻഡർ പാറ്റേണുകൾ പ്രാപ്തമാക്കുക."
360	"കുറഞ്ഞ ഓവർലേ തീവ്രതയോടെ ആരംഭിച്ച് ക്രമേണ വർദ്ധിപ്പിക്കുക."
361	"പുറം ഉപയോഗത്തിന്, വലിയ മൊഡ്യൂൾ വലുപ്പങ്ങളും ഉയർന്ന പിശക് തിരുത്തലും പരിഗണിക്കുക."
362	"പ്രശ്നപരിഹാരം"
363	"പൊതു പ്രശ്നങ്ങളും പരിഹാരങ്ങളും:"
364	"QR സ്കാൻ ചെയ്യില്ല: ഓവർലേ തീവ്രത കുറയ്ക്കുക, പിശക് തിരുത്തൽ വർദ്ധിപ്പിക്കുക, കോൺട്രാസ്റ്റ് പരിശോധിക്കുക."
365	"കോഡ് വളരെ വലുതാണ്: ഉള്ളടക്ക ദൈർഘ്യം കുറയ്ക്കുക, URL ഷോർട്ടനർ ഉപയോഗിക്കുക, താഴ്ന്ന പതിപ്പ്."
366	"മങ്ങിയ ഔട്ട്‌പുട്ട്: മൊഡ്യൂൾ വലുപ്പം വർദ്ധിപ്പിക്കുക, കംപ്രസ് ചെയ്‌ത ഫോർമാറ്റുകൾക്ക് പകരം PNG ഉപയോഗിക്കുക."
367	"നിറങ്ങൾ തെറ്റായി തോന്നുന്നു: വർണ്ണ കോൺട്രാസ്റ്റ് പരിശോധിക്കുക, ഗ്രേസ്കെയിൽ ഓവർലേ മോഡ് പരീക്ഷിക്കുക."
368	"GIF ആനിമേറ്റ് ചെയ്യുന്നില്ല: GIF ഫോർമാറ്റ് ഔട്ട്‌പുട്ട് ഉപയോഗിക്കുന്നുണ്ടെന്ന് ഉറപ്പാക്കുക, ഫ്രെയിം എണ്ണം പരിശോധിക്കുക."
369	"ഇമേജ് ഓവർലേ ലോഡ് ചെയ്യുന്നില്ല: റിമോട്ട് ഇമേജുകളിൽ CORS അനുമതികൾ പരിശോധിക്കുക."
370	"കീബോർഡ് കുറുക്കുവഴികൾ"
371	"ANQR സ്റ്റാൻഡേർഡ് കീബോർഡ് കുറുക്കുവഴികളെ പിന്തുണയ്ക്കുന്നു. കയറ്റുമതി ട്രിഗർ ചെയ്യാൻ Ctrl/Cmd+S ഉപയോഗിക്കുക (പ്രിവ്യൂവിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കുമ്പോൾ)."
372	"പങ്കിടലും ഉൾച്ചേർക്കലും"
373	"പ്രൊഫഷണൽ മോഡിൽ, നിങ്ങളുടെ നിലവിലെ ക്രമീകരണങ്ങൾ ഉപയോഗിച്ച് ഒരു URL പകർത്താൻ പങ്കിടുക ബട്ടൺ ക്ലിക്കുചെയ്യുക. നിങ്ങളുടെ കൃത്യമായ കോൺഫിഗറേഷൻ കാണുന്നതിന് സ്വീകർത്താക്കൾക്ക് ഈ URL തുറക്കാൻ കഴിയും. കുറിപ്പ്: ലോക്കൽ ഫയലുകളിൽ നിന്നുള്ള ഓവർലേ ചിത്രങ്ങൾ URL വഴി പങ്കിടാൻ കഴിയില്ല."
374	"സ്വകാര്യതാ നയം"
375	"ANQR ശേഖരിക്കുന്ന വിവരങ്ങൾ, അത് എങ്ങനെ ഉപയോഗിക്കുന്നു, ബാധകമായ സ്വകാര്യതാ നിയമങ്ങൾക്ക് കീഴിലുള്ള നിങ്ങളുടെ അവകാശങ്ങൾ."
376	"സംഗ്രഹം"
377	"നിങ്ങളുടെ ഉപകരണത്തിൽ പൂർണ്ണമായും പ്രവർത്തിക്കുന്ന ഒരു QR കോഡ് ജനറേറ്ററാണ് ANQR. ഞങ്ങൾ നിങ്ങളോട് ഒരു അക്കൗണ്ട് സൃഷ്ടിക്കേണ്ടതില്ല, കൂടാതെ QR കോഡുകൾ പ്രാദേശികമായി സൃഷ്ടിക്കപ്പെടുന്നു - നിങ്ങൾ എൻകോഡ് ചെയ്യുന്ന ഉള്ളടക്കത്തിലേക്ക് ഞങ്ങൾക്ക് ആക്‌സസ് ഇല്ല."
378	"പരസ്യത്തിനായി ഞങ്ങൾ Google AdSense ഉപയോഗിക്കുന്നു, കൂടാതെ അനലിറ്റിക്സ് സേവനങ്ങളും ഉപയോഗിച്ചേക്കാം. ഈ സേവനങ്ങൾ കുക്കികളിലൂടെയും സമാന സാങ്കേതികവിദ്യകളിലൂടെയും വിവരങ്ങൾ ശേഖരിക്കുന്നു. എന്ത് ഡാറ്റയാണ് ശേഖരിക്കുന്നത്, അത് എങ്ങനെ ഉപയോഗിക്കുന്നു, നിങ്ങളുടെ അവകാശങ്ങൾ എന്നിവ ഈ നയം വിശദീകരിക്കുന്നു."
379	"ഞങ്ങൾ ശേഖരിക്കുന്ന വിവരങ്ങൾ"
380	"നിങ്ങൾ നൽകുന്ന വിവരങ്ങൾ: ഇമെയിൽ വഴിയോ ഞങ്ങളുടെ കോൺടാക്റ്റ് ഫോം വഴിയോ നിങ്ങൾ ഞങ്ങളെ ബന്ധപ്പെടുകയാണെങ്കിൽ, നിങ്ങളുടെ പേര്, ഇമെയിൽ വിലാസം, സന്ദേശ ഉള്ളടക്കം എന്നിവ ഞങ്ങൾ ശേഖരിക്കും."
381	"സ്വയമേവ ശേഖരിച്ച വിവരങ്ങൾ: ഞങ്ങളുടെ ഹോസ്റ്റിംഗ് ദാതാവ് (നെറ്റ്ലിഫൈ), പരസ്യ പങ്കാളികൾ, അനലിറ്റിക്സ് സേവനങ്ങൾ എന്നിവ ശേഖരിച്ചേക്കാം: IP വിലാസം, ബ്രൗസർ തരം, പതിപ്പ്, ഓപ്പറേറ്റിംഗ് സിസ്റ്റം, ഉപകരണ തരം, റഫറിംഗ് URL, സന്ദർശിച്ച പേജുകൾ, സൈറ്റിലെ സമയം, ഏകദേശ ഭൂമിശാസ്ത്രപരമായ സ്ഥാനം."
382	"മൂന്നാം കക്ഷി കുക്കികൾ: ഞങ്ങളുടെ പരസ്യ പങ്കാളികൾ (Google AdSense) പരസ്യങ്ങൾ നൽകുന്നതിനും അളക്കുന്നതിനും കുക്കികളും സമാന സാങ്കേതികവിദ്യകളും ഉപയോഗിക്കുന്നു. ANQR തന്നെ ഒരു ഒന്നാം കക്ഷി കുക്കികളെയും സജ്ജമാക്കുന്നില്ല."
